company_id,statement_date,total_net_sales,cost_of_revenue,gross_profit,marketing_expense,research_and_development_expenses,general_and_administrative_expenses,total_operating_expenses,operating_income,interest_expense,non-operating_income,income_before_taxes,income_tax_expense,net_income,basic,diluted,basic.1,diluted.1,revenue,selling_general_and_administrative_expenses,cost_goods_and_services_sold
408,2023-12-31,,,,,130481000.0,46745000.0,,-179701000.0,45067000.0,-28701000.0,-208402000.0,-19000.0,-208383000.0,-1.2,-1.2,173941926.0,173941926.0,,,
409,2023-12-31,,,,,781017.0,3576729.0,7476368.0,-7476368.0,,-1331128.0,-8807496.0,0.0,-8807496.0,-12.93,-12.93,681229.0,681229.0,0.0,,
410,2023-12-31,,40718188.0,7826500.0,,552220.0,,27395340.0,-19568840.0,1741976.0,6364988.0,-13203852.0,,-13203852.0,-40.0,-40.0,370571.0,370571.0,40718188.0,20369810.0,
411,2023-12-31,,,,,,,,257690000.0,,,137550000.0,-33630000.0,171180000.0,2.24,2.24,76396000.0,76495000.0,1751554000.0,,
412,2023-12-30,1895209000.0,,595432000.0,8300000.0,,,,8072000.0,153246000.0,,-138996000.0,-4472000.0,-134524000.0,-0.71,-0.71,189956000.0,189956000.0,,360978000.0,
413,2023-04-30,,,173514000.0,,64255000.0,,,-178663000.0,,,-190830000.0,-14663000.0,,-7.04,-7.04,25044881.0,25044881.0,,131905000.0,367022000.0
414,2023-12-31,,,,,,76534000.0,,1886748000.0,205992000.0,,938591000.0,10153000.0,,6.56,6.56,141307186.0,141643788.0,2767909000.0,,
415,2023-12-31,579371000.0,400207000.0,179164000.0,,38025000.0,,,23295000.0,12639000.0,,,2778000.0,7519000.0,0.27,0.26,28128000.0,28533000.0,,117844000.0,
416,2023-12-31,27963000.0,,27117000.0,,13261000.0,,164966000.0,-137849000.0,,,-160777000.0,-501000.0,-160276000.0,-2.0,-2.0,80174000.0,80174000.0,,151705000.0,846000.0
417,2023-12-31,,,,,97555000.0,101924000.0,312914000.0,-53501000.0,13519000.0,,-46130000.0,1195000.0,-47325000.0,-0.23,-0.23,201887669.0,201887669.0,380720000.0,,
418,2023-10-29,35819000000.0,11129000000.0,24690000000.0,,5253000000.0,,8483000000.0,16207000000.0,1622000000.0,,15097000000.0,1015000000.0,,33.93,32.98,415000000.0,427000000.0,,1592000000.0,
419,2023-12-31,,5649000.0,2003000.0,,4540000.0,,18638000.0,-16635000.0,1719000.0,,,0.0,-18320000.0,-23.31,,786000.0,,,14098000.0,
420,2023-12-31,,,,,114243000.0,49919000.0,164162000.0,-164162000.0,,,-134938000.0,1018000.0,-135956000.0,-1.63,-1.63,83389750.0,83389750.0,,,
421,2023-12-31,673300000.0,,379700000.0,,27200000.0,,,4200000.0,15000000.0,,-7900000.0,2000000.0,-61800000.0,-1.32,-1.32,46600000.0,46600000.0,,335000000.0,293600000.0
422,2023-12-31,3142800000.0,,892500000.0,,90300000.0,,,196800000.0,,5800000.0,87300000.0,11000000.0,75700000.0,0.83,0.83,91100000.0,91800000.0,,695700000.0,2250300000.0
423,2023-06-30,,,124171000.0,,24908000.0,,97762000.0,26409000.0,,,23103000.0,11575000.0,11528000.0,1.01,0.97,11358000.0,11855000.0,,69842000.0,222422000.0
424,2023-10-31,953900000.0,,83300000.0,,,,,6900000.0,11600000.0,,-900000.0,2200000.0,-2800000.0,-0.04,-0.04,70750239.0,70750239.0,,76400000.0,870600000.0
425,2023-12-31,271825000.0,,194365000.0,,36340000.0,61271000.0,209716000.0,-15351000.0,,,-18614000.0,2887000.0,-21725000.0,-0.12,,182257000.0,182257000.0,,,77460000.0
426,2023-12-31,,,,,47700000.0,23967000.0,71667000.0,10192000.0,,2342000.0,,377000.0,12157000.0,0.27,0.27,44327000.0,44568000.0,,,
427,2023-07-01,26536881000.0,23354738000.0,3182143000.0,,,,,1186800000.0,250869000.0,,982876000.0,212048000.0,770828000.0,8.37,8.26,92043000.0,93368000.0,,1967305000.0,
428,2023-12-31,,,,,64219000.0,17190000.0,81409000.0,-81409000.0,,,-75465000.0,56000.0,-75521000.0,-2.87,-2.87,26331630.0,26331630.0,,,
429,2023-12-31,,,2363800000.0,,,,,696400000.0,284800000.0,,410500000.0,89400000.0,321100000.0,0.48,0.47,675600000.0,678400000.0,6967200000.0,1506600000.0,4603400000.0
430,2023-12-31,1924000.0,,,,,,,-27351000.0,,-4179000.0,-31530000.0,14000.0,-31544000.0,-114.0,-114.0,277727.0,277727.0,,10300000.0,1284000.0
431,2023-09-30,,,,,43717000.0,12039000.0,55756000.0,-55756000.0,,8258000.0,-47498000.0,,-47505000.0,-0.6,-0.6,79787596.0,79787596.0,,,
432,2023-12-30,8364300000.0,,2277500000.0,,135800000.0,,,,119000000.0,,,191700000.0,503000000.0,6.23,6.2,80700000.0,81100000.0,,1313700000.0,6086800000.0
433,2023-12-31,,,5262000.0,,4035000.0,12267000.0,24114000.0,-18852000.0,,2162000.0,16700000.0,,-16690000.0,-1.81,-1.81,9233306.0,9233306.0,9154000.0,,3892000.0
434,2023-12-31,1295200000.0,,497000000.0,,14500000.0,,,323700000.0,35300000.0,9900000.0,298300000.0,74500000.0,223800000.0,5.0,4.99,44700000.0,44800000.0,,262500000.0,798200000.0
435,2022-12-31,,,,,,,2102272.0,-2302272.0,8321.0,,3022095.0,289122.0,2732973.0,,,,,,,
436,2023-12-31,4217000000.0,,,,,,2730000000.0,1504000000.0,,-308000000.0,1196000000.0,252000000.0,944000000.0,4.9,4.9,193000000.0,193000000.0,,,
437,2023-12-31,,,,,,88273000.0,,196740000.0,42762000.0,-30220000.0,166520000.0,41599000.0,124921000.0,3.37,3.36,36976000.0,37077000.0,595699000.0,,57912000.0
438,2023-12-31,,,,,9124000.0,6549000.0,,-8540000.0,,,-7255000.0,59000.0,-7314000.0,-0.35,-0.35,21013000.0,21013000.0,,,1273000.0
439,2023-06-30,65261000.0,,,,,,,,374017000.0,,431744000.0,124579000.0,307165000.0,5.15,5.07,59691541.0,59691541.0,,,
440,2023-12-31,12059000.0,,2550000.0,,25353000.0,,,-54028000.0,,-6740000.0,-60768000.0,850000.0,-61618000.0,-4.94,-4.94,12477000.0,12477000.0,,31225000.0,9509000.0
441,2023-12-31,,,127874000.0,,28333000.0,34943000.0,,-21462000.0,2835000.0,-254000.0,,0.0,-21716000.0,-0.51,-0.51,42878543.0,42878543.0,159012000.0,,31138000.0
442,2023-12-31,,,624300000.0,,155400000.0,,,146600000.0,201700000.0,,-24500000.0,9100000.0,-33600000.0,-0.29,-0.29,116600000.0,116600000.0,6079500000.0,366900000.0,5455200000.0
443,2023-12-31,366379000.0,,274554000.0,,34886000.0,45754000.0,300611000.0,-26057000.0,,17313000.0,-8744000.0,-2656000.0,-6088000.0,-0.12,-0.12,49081470.0,49081470.0,,,91825000.0
444,2023-12-31,1563391000.0,,955382000.0,,303719000.0,,800593000.0,154789000.0,,,155000000.0,-19227000.0,174227000.0,2.35,2.31,74195000.0,75456000.0,,496874000.0,608009000.0
445,2023-12-31,37218000000.0,,,5213000000.0,,,,,6849000000.0,,10513000000.0,2139000000.0,8374000000.0,11.23,11.21,735000000.0,736000000.0,,,
446,2023-04-30,48676000.0,,,,,5472000.0,,5830000.0,,,7641000.0,-14149000.0,21790000.0,4.13,4.11,5282.0,5307.0,,,
447,2023-12-31,,,,,,,,,68421000.0,,402606000.0,26316000.0,376292000.0,4.06,4.02,85142000.0,86012000.0,5643388000.0,684446000.0,
448,2023-12-31,270600000.0,,,,97944000.0,,,-231825000.0,,,-238278000.0,960000.0,-239238000.0,-5.27,-5.27,45425212.0,45425212.0,,323123000.0,
449,2023-12-31,,,,,74000000.0,,,587500000.0,213300000.0,-19500000.0,354700000.0,86200000.0,267400000.0,1.21,1.21,221000000.0,221900000.0,5184100000.0,840100000.0,3565600000.0
450,2023-12-31,,62477000.0,13318000.0,,12081000.0,,34887000.0,-21569000.0,,,-19033000.0,160000.0,-17881000.0,-0.42,-0.42,42643000.0,42643000.0,75795000.0,22806000.0,
451,2023-08-31,3952200000.0,,1713200000.0,,97100000.0,,,473400000.0,27900000.0,-26700000.0,446700000.0,100700000.0,346000000.0,10.88,10.76,31806000.0,32164000.0,,1212900000.0,2239000000.0
452,2023-12-31,498917.0,,-4635079.0,,7418026.0,14382132.0,23521349.0,-28156428.0,,-6004027.0,-34160455.0,,-34160455.0,-8.19,-8.19,4764494.0,4764494.0,,,5133996.0
453,2023-06-30,107399000.0,,66632000.0,,4095000.0,28630000.0,83697000.0,-17065000.0,,14000.0,-17051000.0,0.0,-17051000.0,-5.11,-5.11,3339906.0,3339906.0,,,40767000.0
454,2023-09-30,,932663000.0,437653000.0,,9200000.0,,,131177000.0,43575000.0,,91884000.0,23929000.0,67955000.0,0.45,0.45,150162256.0,150849896.0,1370316000.0,305162000.0,
455,2023-08-26,,,9070422000.0,,,,,3473986000.0,320121000.0,,3167614000.0,639188000.0,2528426000.0,136.6,132.36,18510000.0,19103000.0,17457209000.0,5596436000.0,8386787000.0
456,2023-06-30,1044178000.0,373589000.0,670589000.0,,,161651000.0,853654000.0,-183065000.0,,,-180566000.0,-72806000.0,-107760000.0,-1.67,-1.67,64621000.0,64621000.0,,,
457,2023-09-30,665072000.0,,263140000.0,,33956000.0,,336266000.0,-73126000.0,,,-30433000.0,-17550000.0,-14257000.0,-0.22,-0.22,66253000.0,66253000.0,,316282000.0,401932000.0
458,2024-02-29,1537589000.0,1174128000.0,363461000.0,,,,,221600000.0,107065000.0,,130103000.0,28496000.0,101607000.0,3.48,3.46,25041000.0,25209000.0,,141861000.0,
459,2023-12-31,,,,,13920000.0,,,88992000.0,58171000.0,,33264000.0,17268000.0,15996000.0,0.31,0.31,51052963.0,51205888.0,,353093000.0,1008786000.0
460,2023-12-31,,70070000000.0,7724000000.0,,3377000000.0,5168000000.0,,-773000000.0,,,-2005000000.0,237000000.0,-2222000000.0,-3.67,-3.67,605800000.0,605800000.0,77794000000.0,,
461,2023-12-31,,,,,,,,,73331000000.0,,28342000000.0,1827000000.0,26515000000.0,3.1,3.08,8028600000.0,8080500000.0,98581000000.0,,
462,2023-12-31,,,,,,1459372.0,6375508.0,-6375508.0,124966.0,-99850.0,-6475358.0,,-9418585.0,-8.47,-8.47,1111844.0,1111844.0,,,
463,2023-12-31,66708000.0,41340000.0,25368000.0,,,,,-57495000.0,23218000.0,,-77660000.0,-302000.0,-77358000.0,0.19,0.11,45269201.0,78908017.0,,82863000.0,
464,2023-12-31,,,,,,,,,32086000.0,,8034000.0,2119000.0,5702000.0,1.16,1.12,4100114.0,4581817.0,,,
465,2023-03-31,9258911000.0,,,,,1532912000.0,,446848000.0,119850000.0,,367949000.0,96734000.0,271791000.0,2.04,2.03,132161646.0,132716436.0,,,4304810000.0
466,2023-12-31,,,,,55000000.0,,,1273000000.0,,,,123000000.0,,2.25,2.23,314775000.0,317022000.0,,558000000.0,
467,2023-12-31,2449073000.0,,,,,1113976000.0,,104009000.0,277561000.0,-289747000.0,-185738000.0,1762000.0,-187500000.0,-3.51,-3.51,53350817.0,53350817.0,,,
468,2023-12-31,,,,,,,,,1223872000.0,,-2211338000.0,-312201000.0,-1899137000.0,-22.71,-22.71,85394000.0,85394000.0,1522715000.0,,
469,2023-12-31,601117000.0,,236157000.0,,104188000.0,65363000.0,271614000.0,-35457000.0,,16154000.0,,-2960000.0,-16343000.0,-0.64,-0.64,25612724.0,25612724.0,,,364960000.0
470,2023-12-31,,,,,,,,,199480000.0,,269948000.0,57483000.0,212465000.0,6.45,6.34,32919348.0,33494487.0,,,
471,2023-12-31,,,,,,,,44409000.0,125567000.0,,,43463000.0,183624000.0,5.35,5.33,34344142.0,34450412.0,,,
472,2023-03-31,535315000.0,227200000.0,308115000.0,,,303139000.0,371946000.0,-63831000.0,4372000.0,,-61519000.0,0.0,-61519000.0,-0.35,-0.35,176717509.0,176717509.0,,,
473,2024-01-31,180037000.0,22082000.0,157955000.0,,64069000.0,42663000.0,242492000.0,-84537000.0,43000.0,5752000.0,-78828000.0,1355000.0,-80183000.0,-1.7,-1.7,47175000.0,47175000.0,,,
474,2023-12-31,640667000.0,,,,,,687107000.0,-46440000.0,37673000.0,,-129158000.0,-3864000.0,-125294000.0,-2.03,-2.03,61735000.0,62529000.0,,124338000.0,
475,2023-12-31,14813000000.0,,4975000000.0,,667000000.0,,,390000000.0,512000000.0,,-103000000.0,-34000000.0,2656000000.0,5.25,5.25,506000000.0,506000000.0,,3946000000.0,9838000000.0
476,2023-12-31,,,,,,,21539.0,-21539.0,,107055.0,,,85516.0,,,,,,,
477,2024-02-29,,333000000.0,520000000.0,,186000000.0,181000000.0,645000000.0,-125000000.0,,,-106000000.0,24000000.0,-130000000.0,-0.22,-0.22,584543000.0,584543000.0,853000000.0,,
478,2023-12-31,155164000.0,114563000.0,40601000.0,,5035000.0,,,-39034000.0,,,-60265000.0,101000.0,-60366000.0,-0.4,-0.4,149234917.0,149234917.0,,71057000.0,
479,2023-10-31,,263937000.0,178304000.0,,,116852000.0,,61452000.0,28119000.0,,40562000.0,8772000.0,31790000.0,0.54,0.54,53276450.0,54173731.0,442241000.0,,
480,2023-12-31,,,,,,9984000.0,,,84711000.0,,,,127999000.0,1.19,1.19,107040677.0,107040677.0,,,
481,2023-12-31,247109258.0,,,,,18246731.0,329100320.0,-81991062.0,26607920.0,,-99258976.0,-24287366.0,-75120138.0,-2.51,-2.51,29893722.0,29893722.0,,,
482,2023-12-31,9303000.0,2446000.0,,,455711000.0,,,-607370000.0,81289000.0,-45881000.0,,,,-3.95,-3.95,162791511.0,162791511.0,,150590000.0,
483,2023-12-31,,,,,6907824.0,2520479.0,9428303.0,-9428303.0,,479572.0,,,-8948731.0,-34.01,-34.01,263137.0,263137.0,,,
484,2023-12-31,,,242532000.0,,,,,60650000.0,166000.0,8338000.0,68988000.0,18376000.0,50612000.0,7.52,7.39,6731000.0,6849000.0,,174772000.0,826775000.0
485,2024-02-03,486114000.0,,264392000.0,,,,,,,,66329000.0,13524000.0,52805000.0,3.68,3.65,14342931.0,14471875.0,,198992000.0,221722000.0
486,2024-02-03,7429000000.0,,3236000000.0,,,,,1285000000.0,345000000.0,,1021000000.0,143000000.0,878000000.0,3.86,3.84,228000000.0,229000000.0,,1951000000.0,4193000000.0
487,2024-02-03,,,9603000000.0,,,,,1574000000.0,52000000.0,,,381000000.0,1241000000.0,5.7,5.68,217700000.0,218500000.0,43452000000.0,7876000000.0,33849000000.0
488,2023-12-31,,,,,185200000.0,,,734900000.0,112400000.0,,628900000.0,196300000.0,420400000.0,5.99,5.96,70200000.0,70500000.0,6401400000.0,812200000.0,4614400000.0
489,2023-12-31,,,,,103731000.0,25956000.0,129687000.0,-129687000.0,,,,0.0,-123462000.0,-2.58,-2.58,47777568.0,47777568.0,,,
490,2023-12-31,,,,,,,,,29384000.0,,36856000.0,10946000.0,25910000.0,1.42,1.39,18246164.0,18656742.0,,,
491,2023-12-31,,,,,,,,,84298000.0,,41455000.0,11972000.0,29483000.0,1.71,1.7,16870000.0,16932000.0,,,
492,2023-12-31,6838245000.0,,,,,114434000.0,,624386000.0,25496000.0,20663000.0,645049000.0,161393000.0,,12.2,12.12,39649000.0,39901000.0,,,
493,2023-12-31,,,,,7726000.0,,,-11644000.0,,73000.0,,0.0,-11571000.0,-0.55,,21179974.0,,,4395000.0,
494,2023-12-31,,,,,10746000.0,10693000.0,,-21439000.0,,,-17192000.0,,-17192000.0,-0.4,-0.4,43075938.0,43075938.0,,,
495,2023-12-31,,,,,,,,,28463000.0,,38158000.0,10733000.0,27425000.0,2.27,2.27,12074198.0,12074198.0,,,
496,2023-12-31,4874600000.0,3707100000.0,,,,,,425200000.0,203800000.0,14400000.0,,139200000.0,87700000.0,1.9,1.87,46200000.0,46900000.0,,,
497,2023-12-31,,,123834000.0,,37202000.0,35556000.0,145475000.0,-21641000.0,26000.0,-80000.0,-21721000.0,1165000.0,-22886000.0,-0.53,-0.53,43128.0,43128.0,201187000.0,,77353000.0
498,2023-12-31,,,,,,,,,8544000.0,,-6404000.0,388000.0,-6792000.0,-1.23,-1.23,5533959.0,5533959.0,,,
499,2023-12-31,922439000.0,620383000.0,302056000.0,,15049000.0,53417000.0,142863000.0,159193000.0,,-21932000.0,,28718000.0,108543000.0,3.38,3.35,32108000.0,32448000.0,,,
500,2023-12-31,,,,,216566000.0,,,-103709000.0,108239000.0,,-226229000.0,310000.0,-226539000.0,-1.18,-1.18,192198000.0,192198000.0,,213894000.0,4481000.0
501,2023-12-31,,,,,,1974992.0,,-2094072.0,,8174353.0,,,6080281.0,,,,,,,
502,2023-12-31,,,,,,,,,80008000.0,,,0.0,123375000.0,1.91,1.91,64562265.0,64562265.0,,,
503,2023-07-31,,,,,15336638.0,7935626.0,,-23272264.0,,2969870.0,-20302394.0,,-20302394.0,-1.3,-1.3,15619676.0,15619676.0,,,
504,2023-12-31,26976000.0,,,,156496000.0,60426000.0,216922000.0,-189946000.0,3263000.0,10739000.0,-179207000.0,1457000.0,-180664000.0,-5.08,-5.08,35592362.0,35592362.0,,,
505,2023-12-31,,,954966000.0,,116427000.0,,,317518000.0,,,285756000.0,43200000.0,242759000.0,5.75,5.66,42237000.0,42859000.0,2512084000.0,492702000.0,1557118000.0
506,2023-12-31,,,324704000.0,,,34862000.0,189947000.0,-21581000.0,,,-197331000.0,72000.0,-196789000.0,-1.15,-1.15,171959210.0,171959210.0,514651000.0,,
507,2023-12-31,,,,,9988000.0,,90429000.0,-41342000.0,9536000.0,,,0.0,-52146000.0,-0.64,-0.64,82113000.0,82113000.0,49087000.0,67387000.0,
508,2023-12-31,,,,,59350000.0,27110000.0,86460000.0,-86460000.0,,4018000.0,,0.0,-82442000.0,-1.88,-1.88,43954649.0,43954649.0,,,
509,2023-09-30,,,,,1237000000.0,,,2111000000.0,452000000.0,,1662000000.0,132000000.0,1484000000.0,4.97,4.94,286282000.0,288392000.0,19372000000.0,4719000000.0,11202000000.0
510,2023-12-31,,1135676000.0,197794000.0,,155865000.0,160875000.0,406701000.0,-208907000.0,108300000.0,,-306043000.0,1894000.0,-302116000.0,-1.42,-1.42,212681000.0,212681000.0,1333470000.0,,
511,2023-12-31,377709000.0,,,,437381000.0,116813000.0,554194000.0,-176485000.0,,45324000.0,,1366000.0,-132527000.0,-1.72,-1.72,77151771.0,77151771.0,,,
512,2023-12-31,,,,,6798000.0,8516000.0,15314000.0,-15314000.0,,675000.0,-14639000.0,0.0,-14639000.0,-0.72,-0.72,20333280.0,20333280.0,,,
513,2023-12-31,9119800000.0,,2342700000.0,,,,1630500000.0,712200000.0,126100000.0,,586100000.0,151100000.0,435000000.0,-0.43,-0.43,63700000.0,63700000.0,,1454300000.0,6777100000.0
514,2023-12-31,,66149000.0,1204000.0,,2300000.0,,17465000.0,-16261000.0,12000.0,213000.0,-16048000.0,12000.0,-16060000.0,-1.3,-1.3,12345000.0,12345000.0,67353000.0,,
515,2023-12-31,639813000.0,,215849000.0,,22487000.0,,,87976000.0,2850000.0,-2806000.0,83300000.0,9469000.0,73831000.0,,,,,,99091000.0,423964000.0
516,2023-09-30,7849400000.0,,,,,565000000.0,6747100000.0,1102300000.0,123700000.0,313400000.0,1415700000.0,312300000.0,882800000.0,1.72,1.72,490000000.0,490800000.0,,,
517,2023-03-31,,,,,,,148269000.0,-253172000.0,15471000.0,,,-1072000.0,-130980000.0,-1.94,-1.94,67486168.0,67486168.0,-104903000.0,,
518,2023-09-30,12664000000.0,,,,82000000.0,,,1079000000.0,,,742000000.0,133000000.0,609000000.0,5.07,4.95,120100000.0,123000000.0,,886000000.0,10354000000.0
519,2023-12-31,0.0,,,,83815000.0,147214000.0,,-291276000.0,11680000.0,-243146000.0,-534422000.0,1998000.0,-536420000.0,-1.16,-1.16,461684130.0,461684130.0,,,
520,2023-12-31,,0.0,,,,,,-3430328.0,,8696302.0,,,5265974.0,,,,,,,
521,2023-12-31,2418257000.0,1886533000.0,531724000.0,,,,,171241000.0,,,119632000.0,45409000.0,74223000.0,1.28,1.28,57717102.0,57932574.0,,327068000.0,
522,2023-12-31,,,,,,,,,49003000.0,,98794000.0,24280000.0,74514000.0,7.28,7.28,10173210.0,10198993.0,,,
523,2023-12-31,,,,161000000.0,,,,,879000000.0,,968000000.0,231000000.0,718000000.0,14.39,14.34,49800000.0,50000000.0,,,
524,2024-01-01,,,,,,22477000.0,,-22038000.0,8828000.0,,-30773000.0,-65000.0,-30708000.0,-1.2,-1.2,25521098.0,25521098.0,170100000.0,,
525,2023-12-31,3318000.0,,,,,,,,14326000.0,,12752000.0,3359000.0,,0.74,,12622882.0,,,,
526,2023-12-31,65900000.0,49044000.0,16856000.0,,55616000.0,49613000.0,162466000.0,-145610000.0,,,-133618000.0,82000.0,-133700000.0,-0.65,-0.65,205385544.0,205385544.0,,,
527,2023-12-31,,5200.0,59800.0,,1432614.0,3994710.0,5427324.0,-5367524.0,79089.0,11655.0,,,-5355869.0,-0.89,-0.89,6049819.0,6049819.0,65000.0,,
528,2023-12-31,34071000.0,,,,77000.0,,56748000.0,-22677000.0,220000.0,2560000.0,-20117000.0,14000.0,-20131000.0,-13.02,-13.02,1546297.0,1546297.0,,38975000.0,
529,2023-12-31,,,190068000.0,,,23459000.0,,,49448000.0,,,,52689000.0,1.73,1.73,24051000.0,24053000.0,257207000.0,,67139000.0
530,2023-12-31,,,,,,,,,138198000.0,,90586000.0,19543000.0,71043000.0,2.62,2.59,25079106.0,25296200.0,,,
531,2023-12-31,,,4845000000.0,,35000000.0,,,,516000000.0,,3051000000.0,714000000.0,2243000000.0,15.07,14.87,148804387.0,150787917.0,59540000000.0,1715000000.0,54695000000.0
532,2023-12-31,,,,,,,1992830000.0,,77231000.0,25138000.0,57709000.0,18934000.0,36265000.0,0.08,0.07,426436000.0,489989000.0,2025401000.0,,
533,2023-12-31,884745000.0,,285844000.0,,,,,-10734000.0,,,-10581000.0,-3498000.0,-7083000.0,-0.33,-0.33,21749000.0,21749000.0,,296578000.0,598901000.0
534,2023-12-31,,8441308.0,1329498.0,,,4409122.0,,-2593588.0,13929.0,,-2607517.0,-21526.0,-2629043.0,,,,,9770806.0,,
535,2023-12-31,2458779000.0,,2078859000.0,,1778594000.0,,,-1207736000.0,,,,55872000.0,-881708000.0,-0.65,-0.65,1357034547.0,1357034547.0,,1504501000.0,
536,2023-12-30,2062313000.0,,455521000.0,,,,,80419000.0,,,-67133000.0,-935000.0,-66198000.0,-0.89,-0.89,74267000.0,74267000.0,,196044000.0,1606792000.0
537,2023-12-31,,,111784000.0,,,,,-7185000.0,,,-13161000.0,2938000.0,-10223000.0,-0.95,-0.95,10766000.0,10766000.0,313167000.0,88650000.0,201383000.0
538,2023-12-31,,,,,,8252873.0,8891380.0,-8891380.0,,,-12908985.0,,-13127648.0,-0.07,-0.07,178574014.0,178574014.0,0.0,,
539,2023-12-31,365318000.0,137986000.0,,,,,,,,21651000.0,64847000.0,9308000.0,54948000.0,,189.49,,,,77002000.0,
540,2023-12-31,,,,,,,1692413.0,-1692413.0,,,,510293.0,7876257.0,,,,,,,
541,2023-12-31,8757000000.0,,,,,,,963000000.0,,,-390000000.0,221000000.0,-592000000.0,-1.62,-1.62,364900000.0,364900000.0,,2917000000.0,
542,2023-12-31,,,271070000.0,,,,,109664000.0,31875000.0,,81220000.0,16905000.0,64315000.0,1.81,1.79,35566000.0,35973000.0,2838976000.0,147025000.0,2567906000.0
543,2023-12-31,,,,,,,1977000000.0,,,,-1474000000.0,-367000000.0,-1112000000.0,-18.39,-18.39,66013645.0,66013645.0,4117000000.0,,
544,2023-12-31,473336000.0,,23626000.0,,40270000.0,,128110000.0,-104484000.0,,-6955000.0,-111439000.0,-192000.0,-115312000.0,-0.61,-0.61,187927000.0,187927000.0,,69063000.0,449710000.0
545,2023-12-31,,,,5377000.0,,,,,207252000.0,,78322000.0,8724000.0,69598000.0,1.61,1.6,43288000.0,43504000.0,411829000.0,,
546,2023-12-31,739343000.0,,,,,13523000.0,,61673000.0,,,-27939000.0,2689000.0,-27017000.0,-1.13,-1.13,65989000.0,65989000.0,,,
547,2023-12-31,,,,672000.0,,,,,53137000.0,,25061000.0,2369000.0,22692000.0,3.05,3.02,7428042.0,7506855.0,,,
548,2023-12-31,,,,,373281000.0,62770000.0,,-436051000.0,,26500000.0,-409551000.0,-1383000.0,-408168000.0,-5.73,-5.73,71200527.0,71200527.0,,,
549,2023-12-31,,,,,1467936.0,,10505727.0,-7973228.0,37125.0,57210.0,-7916018.0,20993.0,-7937011.0,-0.91,-0.91,8747509.0,8747509.0,7900000.0,6790654.0,
550,2024-02-03,4722099000.0,,1686611000.0,,,,,-387357000.0,44758000.0,,-432108000.0,49768000.0,-481876000.0,-16.53,-16.53,29155000.0,29155000.0,,2141927000.0,3035488000.0
551,2023-12-31,309394000.0,74202000.0,235192000.0,,83460000.0,58838000.0,307636000.0,-72444000.0,2884000.0,,-64671000.0,0.0,-64671000.0,-0.86,-0.86,75143000.0,75143000.0,,,
552,2023-12-31,,,,,,,,,246900000.0,-315500000.0,,135300000.0,1161100000.0,8.02,7.97,144700000.0,145600000.0,9835600000.0,2549700000.0,2533400000.0
553,2023-06-30,1058468000.0,,864491000.0,,314632000.0,281278000.0,1160264000.0,-295773000.0,15203000.0,72856000.0,-222917000.0,808000.0,-223725000.0,-2.11,-2.11,105976000.0,105976000.0,,,193977000.0
554,2022-12-31,,9880429.0,1949950.0,,,10599818.0,17288404.0,-15338454.0,170480.0,-6283860.0,-21622314.0,6092.0,-22393259.0,-8.38,-8.38,2664653.0,2664653.0,11830379.0,,
555,2023-12-31,2671300000.0,,1426946000.0,,247427000.0,,,337796000.0,49439000.0,,-850104000.0,-212780000.0,-637324000.0,-21.82,-21.82,29209000.0,29209000.0,,841723000.0,1244316000.0
556,2023-12-31,49164000.0,32440000.0,16724000.0,,6004000.0,10216000.0,34661000.0,-17937000.0,,-2664000.0,-20601000.0,31000.0,-20632000.0,-29.44,-29.44,1278000.0,1278000.0,,,
557,2023-12-31,4000.0,,,,29838000.0,,67147000.0,-67143000.0,9815000.0,-65470000.0,-124424000.0,-90000.0,-124115000.0,-7.87,-7.87,15773297.0,15773297.0,,37309000.0,
558,2023-12-31,,149833000.0,104232000.0,49042000.0,,,257235000.0,-153003000.0,,,-152124000.0,334000.0,-152458000.0,-1.01,-1.01,151672437.0,151672437.0,,174044000.0,
559,2023-06-30,,,,,33299503.0,,45080448.0,-45080448.0,4300150.0,,,,-50255815.0,-1.55,-1.55,32483489.0,32483489.0,,11551568.0,
560,2024-02-03,19968689000.0,16326129000.0,,,,,,800419000.0,,,735892000.0,212240000.0,523741000.0,3.94,3.88,133047000.0,135118000.0,,2822513000.0,
561,2023-12-31,,,,,5714574.0,4313200.0,10311217.0,-10311217.0,,357329.0,,,-9953888.0,-9.08,-9.08,1096500.0,1096500.0,,,
562,2024-01-02,1333229000.0,,,,,82103000.0,,13759000.0,,-3659000.0,10100000.0,-9560000.0,19660000.0,0.84,0.82,23452000.0,23923000.0,,,346569000.0
563,2023-12-31,,,,,,,,,16303000000.0,,,800000000.0,3286000000.0,3.89,3.87,784069000.0,787798000.0,17502000000.0,,
564,2023-12-31,3015829000.0,,746704000.0,,,178894000.0,,18412000.0,238274000.0,,-180286000.0,8784000.0,-189011000.0,-0.84,-0.84,225209000.0,225209000.0,,,
565,2024-02-03,1261102000.0,,619065000.0,,,56988000.0,,271059000.0,,18156000.0,289215000.0,69296000.0,219919000.0,4.44,4.4,49582000.0,49955000.0,,,642037000.0
566,2023-12-31,,,,,,,1858600000.0,472700000.0,167900000.0,-171100000.0,301600000.0,25600000.0,262200000.0,3.91,3.91,67000000.0,67100000.0,2331300000.0,,
