company_id,statement_date,total_net_sales,cost_of_revenue,gross_profit,marketing_expense,research_and_development_expenses,general_and_administrative_expenses,total_operating_expenses,operating_income,interest_expense,non-operating_income,income_before_taxes,income_tax_expense,net_income,basic,diluted,basic.1,diluted.1,revenue,selling_general_and_administrative_expenses,cost_goods_and_services_sold
1,2023-10-31,6833000000.0,,,,481000000.0,,,1350000000.0,95000000.0,,1339000000.0,99000000.0,1240000000.0,4.22,4.19,294000000.0,296000000.0,,1634000000.0,3368000000.0
2,2023-12-31,10551000000.0,,,,39000000.0,,,,107000000.0,-134000000.0,-584000000.0,189000000.0,-651000000.0,-3.65,-3.65,178000000.0,178000000.0,,226000000.0,
3,2023-09-30,,,,,,,2570872.0,-2789126.0,,,295134.0,615284.0,-320150.0,,,,,,,
4,2023-12-31,,,,,,1122892.0,,-1122892.0,,,,,16915460.0,,,,,,,
5,2023-12-31,24354000.0,,,,48929000.0,,,-71933000.0,231000.0,,-65765000.0,0.0,-65765000.0,-2.44,-2.44,26917967.0,26917967.0,,44549000.0,2809000.0
6,2023-12-31,,,458585.0,,,,41420891.0,-40962306.0,,-2099451.0,-43061757.0,,-43061757.0,-1.21,,35720626.0,35720626.0,,,1358790.0
7,2023-12-31,52788000000.0,,,,,,,3034000000.0,2145000000.0,-1913000000.0,1121000000.0,299000000.0,822000000.0,1.26,1.21,653612000.0,719669000.0,,,
8,2023-12-31,,,,,,,,1542000.0,3269000.0,,-565000.0,-394000.0,-171000.0,-0.03,-0.03,20404000.0,20404000.0,186793000.0,,
9,2023-12-31,,1020571000.0,1119319000.0,,,,,12550000.0,15512000.0,,-1058000.0,-3881000.0,2823000.0,0.09,0.09,30778000.0,31105000.0,2139890000.0,,
10,2023-12-31,217646000.0,,58921000.0,,35975000.0,53226000.0,100270000.0,-41349000.0,9428000.0,-14690000.0,-56039000.0,9000.0,-56048000.0,-1.75,-1.75,31944259.0,31944259.0,,,158725000.0
11,2023-12-31,,,399020000.0,,43700000.0,,,227494000.0,,,223154000.0,45531000.0,177623000.0,2.19,2.13,81156114.0,83295290.0,,171539000.0,769498000.0
12,2023-12-30,11287607000.0,,4523502000.0,,,,,114377000.0,,-82530000.0,31847000.0,2112000.0,29735000.0,0.5,0.5,59432000.0,59608000.0,,4409125000.0,6764105000.0
13,2023-09-30,383285000000.0,,169148000000.0,,29915000000.0,,54847000000.0,114301000000.0,3933000000.0,-565000000.0,113736000000.0,16741000000.0,96995000000.0,6.16,6.13,15744231000.0,15812547000.0,,24932000000.0,214137000000.0
14,2023-12-31,,,277207000.0,3485000.0,,35960000.0,,121747000.0,,,,1041000.0,10481000.0,0.84,0.84,60158976.0,76340513.0,441164000.0,,
15,2023-12-31,,,,,,,,,,,,35597000.0,264184000.0,,,,,,,
16,2023-06-30,,,,,7703895.0,11960831.0,21575274.0,-21575274.0,,237067.0,,,-21338207.0,-0.49,-0.49,43754913.0,43754913.0,,,
17,2023-12-31,,,8597000000.0,,,,,12757000000.0,2224000000.0,,6250000000.0,1377000000.0,4863000000.0,2.73,2.72,1768000000.0,1773000000.0,54318000000.0,12872000000.0,20415000000.0
18,2023-12-31,,,,,,,,,445391000.0,,356935000.0,87830000.0,269105000.0,3.9,3.89,68977453.0,69104158.0,,,
19,2023-12-31,38025000.0,,,,175658000.0,60999000.0,275232000.0,-237207000.0,,63178000.0,-174029000.0,-27631000.0,-146398000.0,-0.51,-0.51,289166486.0,289166486.0,,,
20,2023-12-31,3500000.0,,,,31091000.0,19004000.0,50635000.0,-47135000.0,418000.0,2943000.0,,,-54188000.0,-2.53,-2.53,21380476.0,21380476.0,,,
21,2023-12-31,,12046900000.0,2755800000.0,,,,,953500000.0,165700000.0,-152200000.0,801300000.0,198800000.0,602500000.0,28.87,28.74,20900000.0,21000000.0,14802700000.0,1617400000.0,
22,2023-12-31,,,,,1013000.0,6283000.0,7296000.0,-7296000.0,,,,0.0,-5339000.0,-0.37,-0.37,14415877.0,14415877.0,0.0,,
23,2023-12-31,,6490377.0,59911074.0,,,26482571.0,35785192.0,24125882.0,9866821.0,-13622860.0,,1468535.0,9516626.0,0.17,0.16,56951414.0,57767898.0,66401451.0,,
24,2023-10-31,8096400000.0,,,,,,,409500000.0,82300000.0,,331100000.0,79700000.0,251300000.0,3.81,3.79,66000000.0,66300000.0,,572800000.0,7037600000.0
25,2023-12-31,9917000000.0,1703000000.0,,,1722000000.0,2025000000.0,,1518000000.0,,,2102000000.0,-2690000000.0,4792000000.0,,,637000000.0,662000000.0,,,
26,2023-12-31,,,,,42318000.0,18820000.0,61138000.0,-61138000.0,581000.0,8767000.0,,0.0,-52371000.0,-1.08,-1.08,48609383.0,48609383.0,,,
27,2023-12-31,,,,,,,315829000.0,427903000.0,903228000.0,,,27347000.0,,1.79,1.75,184641642.0,218843613.0,,51260000.0,
28,2023-12-31,,,,,48067000.0,,121233000.0,-115515000.0,1010000.0,5049000.0,-110466000.0,100000.0,-110566000.0,-1.2,-1.2,92028016.0,92028016.0,5718000.0,37832000.0,
29,2023-12-31,40109000000.0,,,,2741000000.0,,,6478000000.0,637000000.0,,6664000000.0,941000000.0,5723000000.0,3.28,3.26,1740000000.0,1749000000.0,,10949000000.0,17975000000.0
30,2023-12-31,,,,,73700000.0,22475000.0,96244000.0,-78103000.0,459000.0,5254000.0,,0.0,-72849000.0,-0.44,-0.44,165960379.0,165960379.0,18141000.0,,
31,2023-12-31,,302037.0,-149607.0,,1062916.0,,8066902.0,-8216509.0,2493340.0,-2437773.0,-10654282.0,256006.0,-10515656.0,-2.43,-2.43,4335650.0,4335650.0,152430.0,5368278.0,
32,2023-12-31,12683000.0,,,,,,29630000.0,-16947000.0,462000.0,63812000.0,46865000.0,9137000.0,37451000.0,1.72,1.72,21771.0,21771.0,,,
33,2023-12-31,,1864100000.0,,,,,,217300000.0,28100000.0,-21400000.0,195900000.0,36700000.0,159200000.0,3.27,3.26,48500000.0,48700000.0,2307900000.0,261100000.0,
34,2023-12-31,,,,,,,,-1666056.0,,5664978.0,3998922.0,1177463.0,2821459.0,,,,,,,
35,2023-12-31,,,,,,,,-801157.0,,,,431419.0,886366.0,,,,,,,
36,2023-12-31,,,213151000.0,,351619000.0,,,-73379000.0,,,-51036000.0,10250000.0,-61286000.0,-0.37,-0.37,163819.0,163819.0,231041000.0,406559000.0,41638000.0
37,2023-12-31,,,,,,,,-1462823.0,,1235608.0,-227215.0,,-227215.0,,,,,,,
38,2024-02-29,414292000.0,,,,,62124000.0,306513000.0,-114453000.0,,,-98570000.0,1235000.0,-99805000.0,-1.33,-1.33,74906938.0,74906938.0,,,
39,2023-12-31,,,598300000.0,,25800000.0,,553600000.0,44700000.0,58600000.0,,-13100000.0,8700000.0,-21800000.0,-0.23,-0.23,95300000.0,95300000.0,1832800000.0,393500000.0,1234500000.0
40,2023-12-31,2630000000.0,,,,,,,166600000.0,154900000.0,,-58000000.0,1200000.0,-97700000.0,-0.82,-0.82,130900000.0,130900000.0,,268500000.0,
41,2023-12-31,,,,,,180248000.0,,107407000.0,,,65724000.0,20121000.0,45603000.0,0.53,0.53,85949000.0,86803000.0,,,
42,2023-12-31,,,,,106043000.0,26533000.0,152038000.0,-152038000.0,25000.0,,-142658000.0,0.0,-142658000.0,-3.31,-3.31,43042405.0,43042405.0,,,
43,2023-12-31,,,,,,102000000.0,,,133000000.0,,3570000000.0,-873000000.0,4443000000.0,11.94,11.62,368700000.0,378800000.0,13634000000.0,,
44,2023-12-31,2928738000.0,,,,,153300000.0,,,,,-25360000.0,-9699000.0,-21667000.0,-0.24,-0.24,90949000.0,90949000.0,,,
45,2023-12-31,,,,,276400000.0,168400000.0,446900000.0,-446900000.0,,,-457400000.0,500000.0,-457900000.0,-1.69,-1.69,270408132.0,270408132.0,,,
46,2023-12-31,,,,,15814000.0,11436000.0,,,2853000.0,-2565000.0,-29815000.0,,-29815000.0,-1.5,-1.5,19827354.0,19827354.0,,,
47,2024-02-24,79237700000.0,57192000000.0,22045700000.0,,,,,2068900000.0,,,,293000000.0,1296000000.0,2.25,2.23,575400000.0,581100000.0,,19932900000.0,
48,2023-12-31,,,,,,29489000.0,,89732000.0,10875000.0,,91971000.0,9773000.0,309911000.0,7.11,6.98,43596432.0,44388804.0,286543000.0,,
49,2023-12-31,1452579000.0,719211000.0,,,,117190000.0,,220408000.0,78486000.0,-72781000.0,147627000.0,26118000.0,121509000.0,1.12,1.12,108497000.0,108857000.0,,,
50,2023-12-31,,,491301000.0,,96907000.0,65794000.0,225506000.0,265795000.0,5347000.0,12804000.0,278599000.0,32336000.0,,7.52,7.43,32758000.0,33165000.0,1130604000.0,,639303000.0
51,2023-12-31,110319000.0,,,,133849000.0,66350000.0,200199000.0,-89880000.0,,,-70027000.0,663000.0,-70690000.0,-1.47,-1.47,48061450.0,48061450.0,,,
52,2023-09-30,14378461000.0,13432996000.0,945465000.0,,,153575000.0,,324134000.0,,,213400000.0,56052000.0,55332000.0,0.4,0.39,138614000.0,140109000.0,,,
53,2023-12-31,557723000.0,281508000.0,276215000.0,,92709000.0,40648000.0,180376000.0,95839000.0,2681000.0,,116216000.0,19364000.0,77349000.0,1.29,1.16,60164670.0,64870543.0,,,
54,2023-08-31,,,,,1298657000.0,4275943000.0,,8809889000.0,47525000.0,,9139332000.0,2135802000.0,6871557000.0,10.9,10.77,630608186.0,638591616.0,64111745000.0,,43380138000.0
55,2023-12-31,,,,,,,,,8320000.0,,39849000.0,,31688000.0,3.72,3.71,8507803.0,8536125.0,,,
56,2023-12-31,193179000.0,,1526000.0,,,,,-37430000.0,4238000.0,,-41075000.0,-6924000.0,-26629000.0,-2.63,-2.63,10140000.0,10140000.0,,26712000.0,191653000.0
57,2023-12-31,,75728.0,-324.0,,873336.0,3245317.0,4875657.0,-4875981.0,608288.0,-35393.0,-4911374.0,0.0,-4911374.0,-8.82,-8.82,556808.0,556808.0,75404.0,,
58,2023-12-31,,,,,,10512000.0,,,130791000.0,1272000.0,21945000.0,97000.0,,0.35,0.35,8416290.0,8566058.0,91131000.0,,
59,2023-12-31,,,,,,7244000.0,,,,,-38906000.0,-39000.0,-38867000.0,,,54281998.0,54281998.0,92926000.0,,
60,2023-12-31,31249000.0,3423000.0,,,98384000.0,32412000.0,,-97357000.0,,,-88848000.0,-367000.0,-88481000.0,-1.27,-1.27,69808855.0,69808855.0,,,
61,2023-12-31,,,,,46024000.0,21079000.0,67103000.0,-67103000.0,,,,,-60388000.0,-2.74,-2.74,22078190.0,22078190.0,,,
62,2023-03-31,,,,,9972000.0,7614000.0,,-52155000.0,,184000.0,-51971000.0,-9542000.0,-42429000.0,-0.95,-0.95,44612831.0,44612831.0,,,
63,2023-12-31,,,,,,,,,51867000.0,,851509000.0,185998000.0,,4.14,4.11,160870000.0,161847000.0,1153686000.0,212491000.0,
64,2023-12-31,125102000.0,52829000.0,72273000.0,,735000.0,43694000.0,,20936000.0,,46490000.0,67426000.0,-1504000.0,67060000.0,0.73,0.58,75296025.0,92411818.0,,,
65,2023-12-31,,,,,,,570911000.0,-89677000.0,1565000.0,,-74735000.0,526000.0,-75261000.0,-0.47,-0.47,159952813.0,159952813.0,481234000.0,166510000.0,
66,2023-12-31,,,,,6043597.0,8534171.0,14577768.0,,,,,,-14577768.0,-1.15,-1.15,12671572.0,12671572.0,,,
67,2023-12-31,60281000.0,,,,126509000.0,73513000.0,,-139741000.0,,,-112535000.0,1336000.0,-113871000.0,-0.09,-0.09,1206440978.0,1206440978.0,,,
68,2023-12-01,,2354000000.0,17055000000.0,,,1413000000.0,10405000000.0,6650000000.0,113000000.0,149000000.0,6799000000.0,1371000000.0,5428000000.0,11.87,11.82,457000000.0,459000000.0,19409000000.0,,
69,2023-12-31,,,,,,34788000.0,,254387000.0,81119000.0,,,2910000.0,169959000.0,1.7,1.7,95191409.0,95437412.0,537495000.0,,
70,2023-12-31,,2529000.0,,,127127000.0,48424000.0,,-165986000.0,46325000.0,-29433000.0,,39106000.0,-240053000.0,-2.94,-2.94,81712166.0,81712166.0,69558000.0,,
71,2023-12-31,,,,,54264000.0,,,136230000.0,,6320000.0,79976000.0,12604000.0,67372000.0,0.63,0.6,106554000.0,112849000.0,388788000.0,95226000.0,
72,2023-10-28,12305539000.0,,7877218000.0,,1660194000.0,,4054106000.0,3823112000.0,264641000.0,-215109000.0,3608003000.0,293424000.0,3314579000.0,6.6,6.55,502232000.0,505959000.0,,1273584000.0,4428321000.0
73,2023-12-31,,,,,1267077.0,5620870.0,6887947.0,-6887947.0,,-113943.0,-7001890.0,,-5123341.0,-3.6,-3.6,,1424661.0,,,
74,2023-12-31,,86422000000.0,7513000000.0,,256000000.0,,,,647000000.0,,4294000000.0,828000000.0,3483000000.0,6.44,6.43,541000000.0,542000000.0,93935000000.0,3456000000.0,
75,2023-12-31,258215000.0,169273000.0,88942000.0,,3300000.0,,67310000.0,21632000.0,25027000.0,-49871000.0,,0.0,-28239000.0,-0.13,-0.13,223977315.0,223977315.0,,59020000.0,
76,2022-12-31,,,-744000.0,,9796000.0,,,-85427000.0,,,-76307000.0,-1970000.0,-74337000.0,-1.44,-1.44,51528703.0,51528703.0,7837000.0,35915000.0,8581000.0
77,2023-09-30,15395000000.0,14362000000.0,1033000000.0,,362000000.0,,,,,,295000000.0,0.0,205000000.0,2.17,2.15,94500000.0,95400000.0,,554000000.0,
78,2023-06-30,,,,,,,,,253300000.0,183500000.0,4437600000.0,1025600000.0,3412000000.0,8.25,8.21,413700000.0,415700000.0,18012200000.0,3551400000.0,9953400000.0
79,2023-12-31,170276000.0,,,,122117000.0,83934000.0,,-227035000.0,13800000.0,,-225304000.0,,-225250000.0,-1.56,-1.56,144383294.0,144383294.0,,,75553000.0
80,2023-01-31,5005000000.0,480000000.0,4525000000.0,,1219000000.0,532000000.0,3536000000.0,989000000.0,,,946000000.0,123000000.0,823000000.0,3.81,3.78,216000000.0,218000000.0,,,
81,2023-12-31,4982659000.0,,,,,,,510286000.0,,,-66527000.0,4585000.0,463009000.0,,,,,,1539579000.0,
82,2023-12-31,170809000.0,,,,20824000.0,17821000.0,,-2750000.0,,4349000.0,1599000.0,1592000.0,7000.0,0.0,0.0,87984917.0,92465503.0,,,89145000.0
83,2023-12-31,1149100000.0,,333063000.0,,258311000.0,,,-221271000.0,16299000.0,,-231210000.0,28133000.0,-267688000.0,-3.41,-3.41,78416000.0,78416000.0,,258149000.0,816037000.0
84,2023-12-31,,756836.0,-111660.0,,7074339.0,18607142.0,25950765.0,-26062425.0,,-6328022.0,-32390447.0,,-32380839.0,-108.15,-108.15,302356.0,302356.0,645176.0,,
85,2023-12-31,1058651000.0,,339876000.0,,,234794000.0,248920000.0,90956000.0,11106000.0,,81326000.0,18810000.0,62516000.0,3.91,3.83,15996000.0,16311000.0,,,718775000.0
86,2023-12-31,,,,,,,,76190000.0,165802000.0,-165516000.0,-89326000.0,-29008000.0,-63258000.0,-0.2,-0.2,323677515.0,323677515.0,4224846000.0,265091000.0,
87,2023-12-31,3600000.0,,,,77676000.0,49915000.0,127591000.0,-123991000.0,,5748000.0,-118243000.0,-1078000.0,-117165000.0,-1.16,-1.16,100824000.0,100824000.0,,,
88,2023-12-31,,,,,,1689526.0,2283526.0,,19404.0,5618344.0,3334818.0,861417.0,2473401.0,,,,,,,
89,2023-12-31,,,,,,,5942000000.0,1558000000.0,566000000.0,,1340000000.0,183000000.0,,4.39,4.38,262800000.0,263400000.0,7500000000.0,,
90,2023-05-31,,32215000.0,32746000.0,,7134000.0,,19371000.0,13375000.0,,,14617000.0,60000.0,14557000.0,0.52,0.5,27785000.0,29215000.0,64961000.0,12237000.0,
91,2023-12-31,22088507.0,14576209.0,7512298.0,,,9529100.0,,-2872654.0,3979.0,-58313729.0,-61186383.0,92350.0,-58946381.0,-6.52,-6.52,9041786.0,9041786.0,,,
92,2023-12-31,1655810000.0,,592398000.0,,202439000.0,,478704000.0,113694000.0,16566000.0,,122461000.0,-8288000.0,128284000.0,3.42,3.4,37480000.0,37750000.0,,221034000.0,1063412000.0
93,2023-12-31,,,,,,,,,,,297052000.0,85133000.0,210530000.0,2.1,2.06,79476000.0,80952000.0,2835970000.0,,
94,2023-03-31,,,,,2745000.0,4481303.0,12472883.0,-11898638.0,,,,0.0,-12029786.0,-0.59,-0.59,20537434.0,20537434.0,574245.0,,
95,2023-06-30,1158722000.0,,,,,,136680000.0,-32746000.0,11715000.0,-11716000.0,-44462000.0,-9058000.0,-35404000.0,-0.74,-0.74,48138393.0,48138393.0,,59057000.0,
96,2024-02-03,5261770000.0,,2024578000.0,,,,,222717000.0,,,239858000.0,69820000.0,170038000.0,0.87,0.86,195646000.0,196863000.0,,1433300000.0,3237192000.0
97,2023-12-31,,,,,,,15426100000.0,3556200000.0,1806900000.0,,2265800000.0,54600000.0,,4.26,4.24,518903682.0,520206258.0,18982300000.0,,
98,2022-12-31,,,,,,,,-4463907.0,,,,,9759713.0,,,,,,,
99,2023-12-31,,,2504000000.0,,,255000000.0,,,1319000000.0,,,261000000.0,249000000.0,0.37,0.35,669000000.0,712000000.0,12668000000.0,,10164000000.0
100,2023-12-31,613960000.0,,313766000.0,,,,,265130000.0,7689000.0,,257871000.0,31378000.0,105429000.0,1.5,1.48,70450000.0,71035000.0,,48636000.0,
101,2023-12-31,4312000.0,10198000.0,-5886000.0,,102503000.0,31761000.0,141902000.0,-147788000.0,,,-149333000.0,0.0,-149333000.0,-0.66,-0.66,227060773.0,227060773.0,,,
102,2023-12-31,,6974000.0,24342000.0,,6989000.0,11537000.0,30307000.0,-5965000.0,,,,,-5872000.0,-0.5,-0.5,11766000.0,11766000.0,31316000.0,,
103,2023-11-30,,,,,,,1673108.0,-1673108.0,,4083883.0,,,2410775.0,,,,,,,
104,2023-12-31,,,,,,,,,15502000.0,,8388000.0,1940000.0,6448000.0,1.0,0.98,6476767.0,6557053.0,,,
105,2023-12-31,64177630.0,,,,,5005254.0,21566117.0,,6357457.0,,22611336.0,1659337.0,20951999.0,1.02,1.02,20321091.0,20345919.0,,,
106,2023-12-31,,,,,,,,1073000000.0,76000000.0,,,221000000.0,852000000.0,10.06,10.05,84700000.0,84800000.0,7827000000.0,1935000000.0,
107,2023-12-31,7164000.0,,-3137000.0,,3482000.0,,8591000.0,-11728000.0,5655000.0,-130000.0,-11858000.0,63000.0,-81663000.0,-2.81,-2.81,29095294.0,,,14066000.0,10301000.0
108,2023-12-31,,,,,,,,-28459.0,,199848.0,,,171389.0,0.08,0.08,2233770.0,2233770.0,,,
109,2023-12-31,,,,,,,5228000000.0,,195000000.0,,5262000000.0,603000000.0,4659000000.0,7.81,7.78,596173000.0,598745000.0,18701000000.0,3165000000.0,
110,2023-06-30,,,,,,586398000.0,,-1200862000.0,,,-989245000.0,-3900000.0,-985345000.0,-3.34,-3.34,295343466.0,295343466.0,1587985000.0,,
111,2023-12-31,,,,,162888.0,7569154.0,,-6599616.0,,,,,,-0.1,-0.1,37218708.0,37218708.0,7655039.0,,
112,2023-12-31,,,,,,,98034509.0,-43845322.0,784479.0,-5074159.0,-48919481.0,286538.0,-49206019.0,-0.75,-0.75,65265397.0,65265397.0,,,
113,2023-12-31,14412400000.0,,3777400000.0,,420900000.0,,,1700400000.0,68800000.0,,,230400000.0,1171400000.0,15.66,15.63,74800000.0,74900000.0,,1454500000.0,10635000000.0
114,2023-12-31,156314000.0,3111000.0,,,234569000.0,78739000.0,,-159549000.0,,37000.0,,0.0,,-0.69,-0.69,357889.0,357889.0,,,
115,2023-12-31,,,5278000.0,,2295000.0,19005000.0,24256000.0,-18978000.0,,330000.0,-18648000.0,2000.0,-18649000.0,-12.51,-12.51,1490871.0,1490871.0,16868000.0,,11590000.0
116,2023-12-31,26823000.0,,,,295526000.0,,,-391487000.0,,,-352088000.0,,-352088000.0,-6.33,-6.33,55651487.0,55651487.0,,119903000.0,2881000.0
117,2023-12-31,4316363000.0,,,,,285760000.0,,-232133000.0,6658000.0,27840000.0,-194462000.0,791000.0,-262596000.0,,,408917000.0,408917000.0,,,
118,2023-12-31,,,,,,34963000.0,,,1064741000.0,,253101000.0,53098000.0,200003000.0,15.97,15.81,10829000.0,10937000.0,,,
119,2023-12-31,,,,,,34000000.0,96000000.0,,2287000000.0,497000000.0,,,155000000.0,0.05,0.05,618400000.0,619600000.0,,,
120,2023-12-31,,,,,,,,,90000000.0,,668000000.0,-93000000.0,739000000.0,12.54,12.3,58400000.0,59600000.0,1373000000.0,,
121,2023-12-31,,,,,,,,930000000.0,409000000.0,129000000.0,656000000.0,-9000000.0,786000000.0,2.03,2.03,386810088.0,387164874.0,8309000000.0,,
122,2023-12-31,,,2704.0,,6589.0,1041725.0,11155610.0,-11152906.0,,,-11733210.0,,-11733210.0,-10.11,-10.11,1160523.0,1160523.0,16281.0,,13577.0
123,2023-12-31,356536000.0,,,,42385000.0,,299143000.0,57393000.0,57426000.0,,1713000.0,1285000.0,428000.0,0.01,0.01,38167000.0,38190000.0,,73248000.0,
124,2023-12-31,,770501000.0,404103000.0,,,,,64791000.0,84115000.0,,-23851000.0,-4732000.0,-19425000.0,-0.14,-0.14,134647238.0,134647238.0,1174604000.0,339312000.0,
125,2024-01-31,573333000.0,492499000.0,80834000.0,,,,,36458000.0,,,48933000.0,16575000.0,32358000.0,2.42,2.39,13365000.0,13548000.0,,44376000.0,
126,2023-03-31,198065000.0,,120819000.0,,50260000.0,30669000.0,,12875000.0,0.0,,15764000.0,1182000.0,14582000.0,0.52,0.49,24694000.0,25929000.0,,,77246000.0
127,2023-12-31,3200177000.0,2720613000.0,,,,190091000.0,,-598401000.0,130299000.0,,-723784000.0,-49004000.0,-678895000.0,-5.06,-5.31,134156000.0,134418000.0,,,
128,2023-12-31,,,183990000.0,,,18122000.0,,73587000.0,57810000.0,,8992000.0,1329000.0,8287000.0,-0.05,-0.05,67692000.0,67692000.0,667158000.0,,
129,2023-12-31,1668742000.0,,,,,47510000.0,,306833000.0,163191000.0,,-76224000.0,663000.0,-71469000.0,-1.08,-1.08,66047114.0,66047114.0,,,1502310000.0
130,2023-12-31,1367533000.0,,,,,16181000.0,,130443000.0,,,-179834000.0,900000.0,-178489000.0,-5.61,-5.61,34523000.0,34523000.0,,,
131,2023-04-30,266795000.0,86337000.0,180458000.0,,210660000.0,77170000.0,470951000.0,-290493000.0,,,-268164000.0,675000.0,-268839000.0,,,,,,,
132,2023-12-31,,,,,,1432432.0,,-1432432.0,,699124.0,,,-733308.0,,,,,,,
133,2023-12-31,,,,,,,,,1136000000.0,,3858000000.0,-20000000.0,3643000000.0,5.02,4.98,719506291.0,725233068.0,46802000000.0,8499000000.0,
134,2023-03-31,,,1492513.0,,,,7633421.0,-6140908.0,,2350215.0,-3790693.0,,-3113749.0,-0.43,-0.43,7195781.0,7195781.0,8082514.0,6142447.0,
135,2023-12-31,,,,,,5487905.0,,-5487905.0,,,-5284623.0,564005.0,-5848628.0,,,,,,,
136,2023-12-31,,,,,,,,-1351603.0,,,,,1915114.0,-0.2,-0.2,2504500.0,2504500.0,,,
137,2023-12-31,,375845.0,-253733.0,,7317388.0,,12952663.0,-13206396.0,144193.0,-563353.0,-13769749.0,800.0,-13770549.0,,,,,122112.0,5635275.0,
138,2023-12-31,1147909000.0,,423718000.0,,40600000.0,73100000.0,,167894000.0,20167000.0,,160456000.0,48846000.0,111120000.0,3.56,3.55,31171000.0,31276000.0,,,724191000.0
139,2023-12-31,53666000.0,,48589000.0,,45128000.0,17944000.0,83731000.0,-35142000.0,211000.0,3558000.0,-35192000.0,1677000.0,-36869000.0,-1.03,-1.03,35675689.0,35675689.0,,,5077000.0
140,2023-05-31,,,370100000.0,,,,,,12200000.0,,,31400000.0,90200000.0,2.56,2.53,34700000.0,35100000.0,,230400000.0,
141,2023-12-31,,,,,,25494000.0,669808000.0,,129654000.0,,691714000.0,2427000.0,635101000.0,4.29,4.27,147899000.0,150220000.0,820036000.0,,
142,2023-12-31,56040000.0,35277000.0,20763000.0,,10505000.0,13532000.0,33163000.0,-12400000.0,,,-12300000.0,128000.0,-12428000.0,-1.2,-1.2,10392000.0,10392000.0,,,
143,2023-12-31,,,,,,5889740.0,,-6329740.0,,9331453.0,3001713.0,1758720.0,1242993.0,,,,,,,
144,2023-12-31,195917000.0,,,,,,,9483000.0,6485000.0,,2998000.0,7477000.0,-4479000.0,-0.08,-0.08,56778793.0,56778793.0,,102381000.0,
145,2023-03-31,,,,,,45384000.0,251730000.0,-4407000.0,7935000.0,-6946000.0,-11353000.0,432000.0,-12295000.0,-4.32,-4.32,2847000.0,2847000.0,247323000.0,,
146,2023-12-31,,6535267.0,5764317.0,,,,12404682.0,-6640365.0,,,,0.0,16371134.0,,,,,12299584.0,9675190.0,
147,2023-06-30,4412794000.0,,1286965000.0,,,,,473151000.0,24790000.0,,449811000.0,103072000.0,346739000.0,8.98,8.84,38592000.0,39220000.0,,813814000.0,3125829000.0
148,2023-12-31,,,,,,,,-157067.0,,121187.0,,,-35880.0,-0.02,-0.02,2366106.0,2366106.0,,,
149,2023-12-31,,,,,,32865000.0,175411000.0,11584000.0,37718000.0,,-170071000.0,-12752000.0,-166196000.0,-1.16,-1.16,143618000.0,143618000.0,186995000.0,,
150,2023-12-31,,,,,,,,,108000000.0,,806800000.0,164300000.0,642500000.0,12.02,11.95,53455139.0,53783069.0,11131600000.0,,
151,2023-12-31,10071900000.0,,,,,,1689700000.0,,296700000.0,,1185100000.0,219100000.0,969500000.0,4.51,4.42,214900000.0,,,,
152,2023-12-31,,,,,,,,,59286000.0,,-46714000.0,243000.0,-47071000.0,-2.01,-2.01,24286999.0,24286999.0,,,
153,2023-12-31,546258000.0,,300280000.0,68907000.0,,96951000.0,383689000.0,-83409000.0,11165000.0,-13556000.0,-96965000.0,1921000.0,-98886000.0,-9.24,-9.24,10707024.0,10707024.0,,,245978000.0
154,2023-12-31,,1511063000.0,,,406048000.0,600851000.0,,637338000.0,17709000.0,,,106373000.0,547629000.0,3.59,3.52,152510000.0,155397000.0,,,
155,2023-12-31,194623000.0,74149000.0,,,63079000.0,,166730000.0,-46256000.0,,,-51925000.0,,-51925000.0,-0.28,-0.28,187465448.0,187465448.0,,100233000.0,
156,2023-12-31,1678000.0,819000.0,859000.0,,19925000.0,,65344000.0,-64485000.0,2358000.0,5045000.0,-59440000.0,53000.0,-59493000.0,-0.76,-0.76,78197107.0,78197107.0,,45419000.0,
157,2023-12-31,,,,,,41470000.0,,49076000.0,,,-1448000.0,301000.0,,0.2,0.2,,95284000.0,338692000.0,,
158,2023-12-31,,,,,141798000.0,31072000.0,,-172870000.0,3099000.0,,,,-151759000.0,-2.89,-2.89,52568159.0,52568159.0,,,
159,2023-06-30,,30237000.0,-3116000.0,,33243000.0,29710000.0,62953000.0,-66069000.0,,64000.0,-66005000.0,-2448000.0,-63557000.0,-1.0,-1.0,63621727.0,63621727.0,27121000.0,,
160,2023-12-31,,,,,5450000.0,,,-16806000.0,,,-10008.0,0.0,-10008000.0,0.0,0.0,9788980193.0,9788980193.0,,11356000.0,
161,2023-12-31,96633000.0,40328000.0,56305000.0,,21889000.0,,113973000.0,-57668000.0,,,-63283000.0,40000.0,-63323000.0,-1.43,-1.43,44434570.0,44434570.0,,82381000.0,
162,2023-12-31,,,,,,,1931343000.0,,708963000.0,,753634000.0,139012000.0,614622000.0,5.16,5.14,111005088.0,111438589.0,2684977000.0,186015000.0,
163,2023-12-31,,8431294000.0,1185909000.0,,85725000.0,,,251881000.0,,,,430277000.0,1573476000.0,13.41,13.36,117317000.0,117766000.0,9617203000.0,919493000.0,
164,2023-12-31,,,,,109618.0,,1017493.0,-15753683.0,,-953327.0,-16707010.0,,-16707010.0,-1.59,-1.59,10528975.0,10528975.0,1255681.0,,
