company_id,statement_date,net_income,depreciation_and_amortization,stock_based_compensation,foreign_currency_transaction_gain_or_loss,other_noncash_income_or_expense,changes_in_other_current_assets,changes_in_accounts_payable,changes_in_inventories,changes_in_deferred_revenue,net_cash_provided_by_operating_activities,purchases_of_marketable_securities,proceeds_from_maturities_of_marketable_securities,proceeds_from_sale_of_marketable_securities,purchases_of_property_and_plant_and_equipment,payments_to_acquire_investments,payments_to_acquire_businesses,deferred_revenue,other_investing_activities,net_cash_provided_by_investing_activities,payments_of_tax_for_share_based_compensation,dividends_paid,repurchases_of_common_stock,proceeds_from_issuance_of_common_stock,repayments_of_long_term_debt,net_cash_provided_by_financing_activities,changes_in_cash_and_cash_equivalents_and_restricted_cash,cash_and_cash_equivalents_and_restricted_cash
1,2023-10-31,1240000000.0,271000000.0,111000000.0,,-6000000.0,,-171000000.0,33000000.0,488000000.0,1772000000.0,,,,298000000.0,,51000000.0,488000000.0,,-310000000.0,54000000.0,,575000000.0,,0.0,-930000000.0,537000000.0,1593000000.0
2,2023-12-31,-651000000.0,632000000.0,35000000.0,64000000.0,-78000000.0,,,-243000000.0,,91000000.0,,,,531000000.0,70000000.0,,,-12000000.0,-585000000.0,34000000.0,,,,72000000.0,57000000.0,-427000000.0,1047000000.0
3,2023-09-30,-320150.0,,218254.0,,,,1570515.0,,,-1860042.0,,,,,1641801.0,,,,128605157.0,,,,,,-126862409.0,-117294.0,60284.0
4,2023-12-31,16915460.0,,,,,,,,,-1352509.0,,,,,,,,,-505000000.0,,,,,,508257632.0,1905123.0,1905123.0
5,2023-12-31,-65765000.0,169000.0,11954000.0,-1000.0,,,,3265000.0,,-59663000.0,64439000.0,,,3972000.0,,,,,83206000.0,,,,,,326000.0,23869000.0,
6,2023-12-31,-43061757.0,,34252082.0,-66478.0,,,2990144.0,-284987.0,,-3969966.0,,,,13576.0,,2887743.0,,,-13576.0,,,,,,6780349.0,2777851.0,2787909.0
7,2023-12-31,822000000.0,2300000000.0,102000000.0,,205000000.0,11000000.0,,,,3803000000.0,,,,,,,,-275000000.0,-502000000.0,23000000.0,,,,,-3206000000.0,95000000.0,681000000.0
8,2023-12-31,-171000.0,,,,,,,,,2622000.0,,,,80000.0,18073000.0,,,,-3365000.0,12000.0,,,,,181000.0,,28301000.0
9,2023-12-31,2823000.0,,11949000.0,,,,,,-6628000.0,180414000.0,,,,94415000.0,,,-6628000.0,,-76876000.0,2536000.0,,6499000.0,,,-72249000.0,31319000.0,60660000.0
10,2023-12-31,-56048000.0,,11884000.0,711000.0,,-1008000.0,-14953000.0,-6790000.0,-1197000.0,-7929000.0,,,,9079000.0,,,-1197000.0,,-14761000.0,956000.0,,,68984000.0,,40578000.0,19510000.0,55097000.0
11,2023-12-31,177623000.0,46468000.0,16384000.0,,,,-18316000.0,16226000.0,-7667000.0,158895000.0,,,,,,0.0,-7667000.0,,-109311000.0,1302000.0,26445000.0,,,,-46510000.0,,9023000.0
12,2023-12-30,29735000.0,306454000.0,45647000.0,,-3267000.0,,-4645000.0,-44821000.0,,287375000.0,,,,242411000.0,,,,,-235489000.0,,209293000.0,14518000.0,,,189267000.0,232666000.0,503471000.0
13,2023-09-30,96995000000.0,11519000000.0,10833000000.0,,2227000000.0,,-1889000000.0,1618000000.0,,110543000000.0,29513000000.0,39686000000.0,5828000000.0,10959000000.0,,,,1337000000.0,3705000000.0,5431000000.0,15025000000.0,77550000000.0,,11151000000.0,-108488000000.0,5760000000.0,30737000000.0
14,2023-12-31,10481000.0,119500000.0,8838000.0,,-266000.0,,,,,188751000.0,,,,,,,,,-89887000.0,831000.0,101571000.0,,,,-65547000.0,33317000.0,82888000.0
15,2023-12-31,264184000.0,,,,,,,,,293975000.0,,,,,,,,,0.0,,,,,,-293975000.0,0.0,0.0
16,2023-06-30,-21338207.0,,9249462.0,,,,,125204.0,,-13367980.0,,,,6761851.0,,,,,-36716761.0,,,,13857351.0,,23415724.0,-26669017.0,
17,2023-12-31,4863000000.0,,747000000.0,-146000000.0,225000000.0,,,417000000.0,,22839000000.0,,,,777000000.0,,0.0,,-13000000.0,-2009000000.0,,10539000000.0,1972000000.0,,,-17222000000.0,3613000000.0,12814000000.0
18,2023-12-31,269105000.0,,9950000.0,,,,,,,568959000.0,30548000.0,142082000.0,5141000.0,17531000.0,,0.0,,,-338194000.0,,,,,,-181593000.0,49172000.0,1167304000.0
19,2023-12-31,-146398000.0,,64183000.0,,-277000.0,,,,,-43877000.0,,,,76947000.0,,0.0,,,-221108000.0,,,,,,10356000.0,-254040000.0,158320000.0
20,2023-12-31,-54188000.0,2288000.0,4768000.0,,,,,,,-37009000.0,,,,331000.0,,,,,208000.0,,,,14408000.0,,37057000.0,256000.0,14811000.0
21,2023-12-31,602500000.0,67700000.0,23500000.0,,1900000.0,,,144500000.0,-58900000.0,313000000.0,195200000.0,,60300000.0,,,1500000000.0,-58900000.0,,-1678400000.0,,,11400000.0,0.0,,1175800000.0,-189600000.0,45700000.0
22,2023-12-31,-5339000.0,,686000.0,,,-93000.0,28000.0,,,-5014000.0,,,,0.0,,,,,0.0,,,,,,0.0,-5014000.0,37431000.0
23,2023-12-31,9516626.0,3409928.0,10768024.0,,,,-40014.0,,-474217.0,-64523149.0,0.0,,,189674.0,,,-474217.0,,2241502.0,,,1283062.0,,26250000.0,57817492.0,-4464155.0,25588668.0
24,2023-10-31,251300000.0,120700000.0,30500000.0,,,,,,,243300000.0,,,,52600000.0,,0.0,,,-62100000.0,10500000.0,,138100000.0,,1136000000.0,-186300000.0,-3500000.0,69500000.0
25,2023-12-31,4792000000.0,,1120000000.0,,,,,,,3884000000.0,,,,,,,,114000000.0,-1042000000.0,1224000000.0,,2252000000.0,,0.0,-2430000000.0,564000000.0,12667000000.0
26,2023-12-31,-52371000.0,,6145000.0,,,,-261000.0,,,-43064000.0,,,,,,,,,-171671000.0,,,,121904000.0,,151753000.0,,67119000.0
27,2023-12-31,,,14940000.0,,,,,,,235857000.0,,,,,,,,,1878978000.0,8360000.0,,37431000.0,193661000.0,,-1825793000.0,289042000.0,1537207000.0
28,2023-12-31,-110566000.0,13999000.0,11416000.0,,,,-786000.0,,3695000.0,-64636000.0,147347000.0,,,860000.0,,0.0,3695000.0,,81944000.0,,,,862000.0,3012000.0,-4483000.0,12825000.0,89667000.0
29,2023-12-31,5723000000.0,,644000000.0,-41000000.0,,,,232000000.0,,7261000000.0,,,,2202000000.0,159000000.0,,,-22000000.0,-3133000000.0,,,1227000000.0,,,-7091000000.0,-2986000000.0,6896000000.0
30,2023-12-31,-72849000.0,,9301000.0,25000.0,,,,,,-85936000.0,,,,1008000.0,80509000.0,,,,50773000.0,,,,,,30647000.0,-4491000.0,26285000.0
31,2023-12-31,-10515656.0,,1635708.0,22690.0,-2413746.0,,,,68515.0,-4235845.0,,,,21201.0,,,68515.0,,-360186.0,,,,1050000.0,,3918960.0,-674948.0,716780.0
32,2023-12-31,37451000.0,360000.0,,,,,,,,145075000.0,1486000.0,1263000.0,5975000.0,,,,,,5752000.0,,4346000.0,16326000.0,,,-25039000.0,125788000.0,347057000.0
33,2023-12-31,159200000.0,159500000.0,23900000.0,1700000.0,-6500000.0,1800000.0,77200000.0,83500000.0,,261000000.0,,,,203500000.0,,120900000.0,,,-285800000.0,11400000.0,,13800000.0,,,-30800000.0,-55600000.0,104800000.0
34,2023-12-31,2821459.0,,0.0,,,,,,,-3845177.0,,,,,,,,,278443729.0,,,276471460.0,,,-274726460.0,-127908.0,264538.0
35,2023-12-31,886366.0,,,,,,,,,-849990.0,,,,,1360924.0,,,,54587073.0,,,55662019.0,,,-54230272.0,,54289.0
36,2023-12-31,-61286000.0,,66421000.0,,,,4797000.0,28808000.0,,16702000.0,369985000.0,,,50000.0,,,,,31998000.0,,,,25129000.0,,25129000.0,73811000.0,
37,2023-12-31,-227215.0,,,,,,,,,-1355983.0,,,,,,,,,26884666.0,,,28232240.0,,,-25551574.0,,68541.0
38,2024-02-29,-99805000.0,45164000.0,60941000.0,,,,,,,-16169000.0,,,,4935000.0,,0.0,,,-63629000.0,,,,,,-55567000.0,-135365000.0,185718000.0
39,2023-12-31,-21800000.0,,14800000.0,,,,-68000000.0,-85500000.0,,128700000.0,,,,,,0.0,,,-11200000.0,1700000.0,,0.0,,199200000.0,-117700000.0,4200000.0,66400000.0
40,2023-12-31,-97700000.0,438400000.0,29800000.0,,,,-68200000.0,-19100000.0,,553500000.0,,,,267000000.0,,454500000.0,,500000.0,-715800000.0,800000.0,,,,946700000.0,149700000.0,,25300000.0
41,2023-12-31,45603000.0,37906000.0,9416000.0,,,,,734000.0,-441000.0,132530000.0,,,,81744000.0,,7195000.0,-441000.0,,-59793000.0,1082000.0,,30072000.0,,,-35239000.0,37498000.0,261611000.0
42,2023-12-31,-142658000.0,,20259000.0,,,,-1683000.0,,0.0,-93717000.0,,,,4464000.0,,,0.0,,-4464000.0,150000.0,,,0.0,,236000.0,-97945000.0,159711000.0
43,2023-12-31,4443000000.0,,93000000.0,-60000000.0,,,,,,5749000000.0,18062000000.0,781000000.0,14105000000.0,,,,,23000000.0,-5468000000.0,,,0.0,,,-69000000.0,225000000.0,1498000000.0
44,2023-12-31,-21667000.0,,32289000.0,,-3168000.0,-8880000.0,,,,462340000.0,,,,424133000.0,,349000.0,,2159000.0,-397219000.0,,,,,,-62697000.0,2424000.0,
45,2023-12-31,-457900000.0,,45200000.0,,,-800000.0,9200000.0,,,-271600000.0,0.0,,,44300000.0,,,,,420700000.0,3500000.0,,,95000000.0,10000000.0,250100000.0,399200000.0,471500000.0
46,2023-12-31,-29815000.0,,3439000.0,,,,,,,-24479000.0,,,,21000.0,,,,,-21000.0,220000.0,,,,,15278000.0,-9225000.0,
47,2024-02-24,1296000000.0,,104500000.0,,-4600000.0,,,215300000.0,,2659500000.0,,,,,,0.0,,-67000000.0,-1746700000.0,38800000.0,,,,950800000.0,-1183400000.0,-270600000.0,193200000.0
48,2023-12-31,309911000.0,1602000.0,1318000.0,,,,2142000.0,,,-136003000.0,37780000.0,,,196000.0,,,,,-2544000.0,24000.0,,,26793000.0,,26769000.0,,171832000.0
49,2023-12-31,121509000.0,122373000.0,24547000.0,,-1921000.0,,-3775000.0,,2705000.0,168517000.0,,,,8924000.0,,,2705000.0,,-37777000.0,5149000.0,,27587000.0,2819000.0,,-111552000.0,24149000.0,238821000.0
50,2023-12-31,,13069000.0,18269000.0,-2252000.0,,,,69957000.0,56183000.0,156869000.0,,,,20656000.0,,,56183000.0,,-100858000.0,,,52499000.0,,,-68268000.0,-12396000.0,173951000.0
51,2023-12-31,-70690000.0,2040000.0,41789000.0,,,,,,221206000.0,207573000.0,,,,21428000.0,,,221206000.0,,-154512000.0,,,,,,279163000.0,332224000.0,398904000.0
52,2023-09-30,55332000.0,175725000.0,45882000.0,,-6388000.0,,169514000.0,,137484000.0,695980000.0,,,,105600000.0,,,137484000.0,,-138177000.0,,96192000.0,379284000.0,32897000.0,,-472935000.0,85380000.0,1262152000.0
53,2023-12-31,77349000.0,,27338000.0,,,,42343000.0,164027000.0,29974000.0,-75323000.0,18356000.0,,,61876000.0,,,29974000.0,,-6745000.0,,,,,,18530000.0,-65278000.0,183173000.0
54,2023-08-31,6871557000.0,1412073000.0,1913051000.0,,219082000.0,,-171217000.0,,,9524268000.0,,,,528172000.0,,,,-12178000.0,-2622470000.0,,,4330403000.0,,,-5645326000.0,1155199000.0,9045032000.0
55,2023-12-31,31688000.0,,,,,,,,,40602000.0,48838000.0,32594000.0,125241000.0,1168000.0,,,,,15437000.0,,,2027000.0,721000.0,0.0,-158242000.0,-102203000.0,65958000.0
56,2023-12-31,-26629000.0,,1023000.0,,,,,-12245000.0,,23078000.0,,,,2885000.0,,,,,50501000.0,,,1287000.0,,328155000.0,-73169000.0,410000.0,
57,2023-12-31,-4911374.0,,456001.0,,,,220633.0,,,-3646947.0,,,,,,,,,-119522.0,,,,0.0,,3314732.0,,1031069.0
58,2023-12-31,,,,,,,,,,45609000.0,,,0.0,,,,,,161315000.0,,,7410000.0,,,-219849000.0,-12925000.0,91886000.0
59,2023-12-31,-38867000.0,1016000.0,3991000.0,,,,,,,46789000.0,0.0,,,,,,,,127460000.0,,,4600000.0,,,-205068000.0,-30819000.0,110459000.0
60,2023-12-31,-88481000.0,863000.0,20542000.0,,,,-1473000.0,,,-78325000.0,,,,1309000.0,,,,,46220000.0,102000.0,,,,,26706000.0,-5399000.0,39878000.0
61,2023-12-31,-60388000.0,,11618000.0,100000.0,,,3609000.0,,,-42641000.0,56528000.0,,,1288000.0,,,,,50717000.0,1297000.0,,,,,-1554000.0,6522000.0,36429000.0
62,2023-03-31,-42429000.0,,1811000.0,,,,,,,-15913000.0,,,,,,,,,13153000.0,,,,304000.0,,304000.0,-2464000.0,
63,2023-12-31,,,15279000.0,,0.0,,,,,632038000.0,1018406000.0,396207000.0,423373000.0,,,,,13927000.0,-229404000.0,,212964000.0,87762000.0,,,-300726000.0,101908000.0,615683000.0
64,2023-12-31,67060000.0,14728000.0,3297000.0,53000.0,,,,-3301000.0,,-22506000.0,,,,189000.0,,9409000.0,,,16178000.0,614000.0,1400000.0,0.0,,,58632000.0,52305000.0,340091000.0
65,2023-12-31,-75261000.0,19285000.0,49648000.0,,1464000.0,,-34612000.0,,,-17885000.0,,,,2330000.0,,29623000.0,,,-110972000.0,,,,,,30633000.0,-98181000.0,182571000.0
66,2023-12-31,-14577768.0,,3206527.0,,,,,,,-9800885.0,,,,,,,,,,,,,,,8163322.0,-1637563.0,7474188.0
67,2023-12-31,-113871000.0,,11773000.0,,,,,,-14574000.0,-140880000.0,,,,4681000.0,,,-14574000.0,,176538000.0,,,,624000.0,,880000.0,37415000.0,147017000.0
68,2023-12-01,5428000000.0,872000000.0,1718000000.0,-17000000.0,-3000000.0,,-49000000.0,,,7302000000.0,,,,360000000.0,,0.0,,,776000000.0,589000000.0,,4400000000.0,,500000000.0,-5182000000.0,2905000000.0,7141000000.0
69,2023-12-31,169959000.0,,8338000.0,,,,10384000.0,,,391598000.0,,,,1200000000.0,,,,,-1274997000.0,,,2684000.0,689896000.0,,869014000.0,,14524000.0
70,2023-12-31,-240053000.0,,13495000.0,-52000.0,-52000.0,-7289000.0,,5712000.0,,-118686000.0,,,,3216000.0,,,,,-3216000.0,0.0,,,,,73875000.0,,278598000.0
71,2023-12-31,67372000.0,,18057000.0,,,,-894000.0,,-7355000.0,152755000.0,,,,3812000.0,,0.0,-7355000.0,,-34488000.0,11274000.0,21339000.0,0.0,,,-178262000.0,-59995000.0,54560000.0
72,2023-10-28,3314579000.0,,299823000.0,,-8665000.0,,,242299000.0,,4817634000.0,,,,1261463000.0,,0.0,,4922000.0,-1266385000.0,,,2963955000.0,,,-4063760000.0,-512511000.0,958061000.0
73,2023-12-31,-5123341.0,,1746378.0,,,,-183473.0,,,-6806809.0,,,,,,,,,1500000.0,,,1661.0,,,4132097.0,,2827082.0
74,2023-12-31,3483000000.0,1059000000.0,112000000.0,,106000000.0,-694000000.0,,-2889000000.0,,4460000000.0,,,,1494000000.0,,23000000.0,,21000000.0,-1496000000.0,,977000000.0,2673000000.0,,963000000.0,-4604000000.0,-1643000000.0,5390000000.0
75,2023-12-31,-28239000.0,7600000.0,6187000.0,,,,3839000.0,9626000.0,,8800000.0,,,,4771000.0,,,,,-4981000.0,,,,0.0,,-38989000.0,-35170000.0,51352000.0
76,2022-12-31,-74337000.0,,10414000.0,-91000.0,,,,5932000.0,-247000.0,-32125000.0,,,,,,,-247000.0,,-14517000.0,,,,,,-40000.0,-46682000.0,33619000.0
77,2023-09-30,205000000.0,,34000000.0,4000000.0,4000000.0,,,-126000000.0,,667000000.0,,,,,,6000000.0,,2000000.0,-229000000.0,,,65000000.0,,1104000000.0,-271000000.0,163000000.0,1110000000.0
78,2023-06-30,3412000000.0,549300000.0,220400000.0,,,,,,,4207600000.0,,,4705500000.0,,,32400000.0,,,-2517300000.0,,1903600000.0,1121400000.0,,1000000.0,-15680700000.0,-14011500000.0,8771500000.0
79,2023-12-31,-225250000.0,,62908000.0,,-172000.0,,,2838000.0,-29291000.0,-156324000.0,,,,10697000.0,,,-29291000.0,,129647000.0,,,,,,2245000.0,-24432000.0,
80,2023-01-31,823000000.0,,657000000.0,15000000.0,,,,,798000000.0,2071000000.0,,298000000.0,152000000.0,40000000.0,,96000000.0,798000000.0,54000000.0,-143000000.0,160000000.0,0.0,1101000000.0,124000000.0,,-1487000000.0,419000000.0,1947000000.0
81,2023-12-31,463009000.0,1350980000.0,,,,,-111529000.0,,289534000.0,1657726000.0,,,,176353000.0,,0.0,289534000.0,-28672000.0,242493000.0,,128587000.0,0.0,0.0,2961798000.0,-2143849000.0,-243630000.0,129950000.0
82,2023-12-31,7000.0,,9223000.0,,,,8376000.0,,,2900000.0,,,,108000.0,,,,,-5373000.0,466000.0,,,,,155000.0,-2318000.0,70261000.0
83,2023-12-31,-267688000.0,112949000.0,16016000.0,,2942000.0,,-91907000.0,-20537000.0,,-45604000.0,868000.0,,,43121000.0,,,,,-32204000.0,6458000.0,,,,,58867000.0,,
84,2023-12-31,-32380839.0,,1402018.0,,,,,-204591.0,,-18576811.0,,,,14407.0,,,,,-14407.0,,,,11054883.0,,15919680.0,,97102.0
85,2023-12-31,62516000.0,14126000.0,10319000.0,,,,2025000.0,,,112247000.0,,,,9454000.0,,109797000.0,,,-119236000.0,,,,,,-8181000.0,-15170000.0,
86,2023-12-31,-63258000.0,,-2524000.0,,7660000.0,,-26175000.0,,,238995000.0,,,,46271000.0,,0.0,,,-55223000.0,,,6382000.0,2248000.0,13602000.0,-181338000.0,4310000.0,142842000.0
87,2023-12-31,-117165000.0,,17569000.0,,-1000.0,,-369000.0,,,-90902000.0,36718000.0,134401000.0,,808000.0,,,,,96875000.0,,,,,,69000.0,6042000.0,76976000.0
88,2023-12-31,2473401.0,,,,,,,,,-2562966.0,,,,,,,,,223901140.0,,,222484624.0,184192.0,,-221475432.0,-137258.0,74974.0
89,2023-12-31,,,26000000.0,,-16000000.0,,,67000000.0,,2564000000.0,,,,3597000000.0,,,,1000000.0,-3798000000.0,20000000.0,,,346000000.0,,1290000000.0,56000000.0,272000000.0
90,2023-05-31,14557000.0,,2748000.0,-3000.0,,,5044000.0,-9469000.0,,10011000.0,,,,1362000.0,33294000.0,,,,-18656000.0,2060000.0,,,2562000.0,,7322000.0,-1360000.0,30204000.0
91,2023-12-31,-58946381.0,,,-697286.0,,,,-32149.0,-18714.0,7478823.0,,,,29105.0,,,-18714.0,,-2128986.0,,,,3433921.0,,3187489.0,,27889293.0
92,2023-12-31,128284000.0,66533000.0,31001000.0,,,,-26080000.0,-39300000.0,,208937000.0,3746000.0,,,61005000.0,,,,,-64751000.0,,15222000.0,40000000.0,,,445684000.0,585738000.0,
93,2023-12-31,210530000.0,,29296000.0,,,,,,,3939809000.0,4753743000.0,2100000000.0,9300000000.0,50084000.0,,,,,4494628000.0,,,309401000.0,20420000.0,,-581520000.0,,9772586000.0
94,2023-03-31,-12029786.0,240892.0,1051898.0,,-131148.0,,,,,-10505128.0,,,,943109.0,,,,,-943109.0,12493.0,,,,,8914718.0,-2533519.0,14620449.0
95,2023-06-30,-35404000.0,2200000.0,216000.0,,,,-68950000.0,-99729000.0,,3388000.0,,,,825000.0,,-1000.0,,,-824000.0,,,,,,-3157000.0,,865000.0
96,2024-02-03,170038000.0,235213000.0,51067000.0,,,,33432000.0,,,580710000.0,,,,174437000.0,,,,12995000.0,-287432000.0,,,20261000.0,,,-109474000.0,183885000.0,
97,2023-12-31,,,,,,43900000.0,-253200000.0,504000000.0,,5012200000.0,,,,,2863600000.0,,,-122100000.0,-6266700000.0,,,,999600000.0,2196100000.0,1077000000.0,,379000000.0
98,2022-12-31,9759713.0,,,,,,673842.0,,,-446617.0,,,,,,,,,0.0,,,,0.0,,-8461.0,-455078.0,48126.0
99,2023-12-31,249000000.0,,,-359000000.0,-149000000.0,,,-306000000.0,,3034000000.0,,,1377000000.0,7724000000.0,,,,116000000.0,-8188000000.0,,,,,,5405000000.0,-97000000.0,1990000000.0
100,2023-12-31,105429000.0,39798000.0,7409000.0,,,,,835000.0,,299027000.0,,,,365486000.0,,,,,-365486000.0,,,,,16573000.0,194623000.0,128164000.0,
101,2023-12-31,-149333000.0,,23675000.0,,,-279000.0,-1592000.0,-353000.0,,-118826000.0,152364000.0,232745000.0,0.0,6104000.0,,,,,69277000.0,,,,,,20676000.0,,38547000.0
102,2023-12-31,-5872000.0,,3698000.0,,,,,,-716000.0,318000.0,,,,171000.0,,,-716000.0,,-2156000.0,,,1122000.0,,,4170000.0,,9236000.0
103,2023-11-30,2410775.0,,,,,,,,,-677442.0,,,,,,,,,92264424.0,,,,,,-91714424.0,,233088.0
104,2023-12-31,6448000.0,,,,,,,,,7871000.0,5710000.0,3823000.0,0.0,527000.0,,,,,-28135000.0,,,3283000.0,,,43965000.0,23701000.0,
105,2023-12-31,20951999.0,,988913.0,,,,,,,21228934.0,,,0.0,,,,,,28519379.0,,,,0.0,,-68494701.0,-18746388.0,121626453.0
106,2023-12-31,852000000.0,,,,,,,,,1970000000.0,2005000000.0,1310000000.0,650000000.0,,,,,6000000.0,414000000.0,,,213000000.0,15000000.0,21000000.0,-2031000000.0,353000000.0,1225000000.0
107,2023-12-31,-81663000.0,,3032000.0,,,,288000.0,2484000.0,,-63118000.0,39765000.0,82000000.0,750000.0,219000.0,,,,,58555000.0,,,0.0,,,-2664000.0,-5148000.0,26200000.0
108,2023-12-31,171389.0,,,,,,,,,,,,,,69690000.0,,,,-69690000.0,,,,25000.0,,70270717.0,580717.0,
109,2023-12-31,4659000000.0,,,,-1043000000.0,,,,,3190000000.0,2801000000.0,,,,,,,149000000.0,817000000.0,,966000000.0,2801000000.0,,,-3723000000.0,363000000.0,4306000000.0
110,2023-06-30,-985345000.0,134634000.0,451709000.0,,8825000.0,,-5038000.0,,,12181000.0,1082147000.0,,,120775000.0,,16051000.0,,-3706000.0,-1653070000.0,73845000.0,,109000.0,,,1349945000.0,-290863000.0,1259944000.0
111,2023-12-31,,,150518.0,,,,-39285.0,,,-8138806.0,,,,378060.0,,6431893.0,,,6128081.0,,,2083091.0,,,7147077.0,5153141.0,21320583.0
112,2023-12-31,-49206019.0,,11235026.0,909227.0,,,,,,-42282159.0,,,,104846.0,,,,,10791765.0,,,,,,-1039924.0,-32616007.0,18678065.0
113,2023-12-31,1171400000.0,,46400000.0,,-6700000.0,,-191600000.0,164400000.0,,1103100000.0,,,,518100000.0,,9800000.0,,8000000.0,-545700000.0,21600000.0,,53000000.0,,,-671700000.0,-194000000.0,595500000.0
114,2023-12-31,,,22869000.0,-100000.0,,,21366000.0,,-12249000.0,-224202000.0,14647000.0,,30000000.0,9954000.0,,,-12249000.0,,3400000.0,,,,,,119866000.0,-101564000.0,
115,2023-12-31,-18649000.0,,2663000.0,,,,,-17158000.0,,-30974000.0,,,,59000.0,,,,,25174000.0,,,,,,-4227000.0,,430000.0
116,2023-12-31,-352088000.0,,44766000.0,,,,-8733000.0,10584000.0,,-296062000.0,417930000.0,,,999000.0,,,,,239575000.0,,,,,,5433000.0,-51054000.0,88205000.0
117,2023-12-31,-262596000.0,20161000.0,69495000.0,,4044000.0,,,,,-156199000.0,,,,15830000.0,,,,,-44019000.0,,,200000000.0,11867000.0,5000000.0,-193133000.0,,114329000.0
118,2023-12-31,200003000.0,,6801000.0,,,,,,-10778000.0,375798000.0,,,0.0,,,,-10778000.0,,-1955381000.0,3013000.0,,,233000.0,7862450000.0,1607288000.0,27705000.0,888707000.0
119,2023-12-31,155000000.0,,11000000.0,,,,,,,-118000000.0,,,461000000.0,,,,,,-14672000000.0,,1005000000.0,0.0,1085000000.0,,14227000000.0,,1771000000.0
120,2023-12-31,739000000.0,,,53000000.0,-58000000.0,,,,,461000000.0,540000000.0,746000000.0,862000000.0,,,,,3000000.0,286000000.0,,,199000000.0,,330000000.0,-670000000.0,79000000.0,286000000.0
121,2023-12-31,786000000.0,,,,87000000.0,162000000.0,,,,919000000.0,,,,2972000000.0,,,,308000000.0,-3099000000.0,,681000000.0,0.0,-3000000.0,,2202000000.0,22000000.0,94000000.0
122,2023-12-31,-11733210.0,,317933.0,-75009.0,,,,38857.0,15300.0,-6505072.0,,,,,225000.0,,15300.0,,-225000.0,,,,1342915.0,,8274072.0,1609258.0,
123,2023-12-31,428000.0,76949000.0,11264000.0,,,,,-4295000.0,,86199000.0,,,,,,0.0,,,-58818000.0,,,347000.0,,,-14180000.0,13269000.0,
124,2023-12-31,-19425000.0,,20186000.0,,,,1077000.0,5547000.0,,169816000.0,,,,34230000.0,,1350000.0,,,-83892000.0,,,3761000.0,0.0,1321737000.0,-71464000.0,14460000.0,20037000.0
125,2024-01-31,32358000.0,,4455000.0,,-198000.0,,,,84793000.0,116858000.0,104492000.0,,0.0,2756000.0,,,84793000.0,,-67607000.0,,,12464000.0,,,-26050000.0,23085000.0,197032000.0
126,2023-03-31,14582000.0,,12958000.0,,,,-1582000.0,2897000.0,,34463000.0,,,,,,-395000.0,,,-6870000.0,9254000.0,,,,4000.0,-11094000.0,15871000.0,112842000.0
127,2023-12-31,-678895000.0,382783000.0,22468000.0,,-350000.0,,,-15531000.0,,480666000.0,,,,337463000.0,,19687000.0,,,-357278000.0,5843000.0,,29275000.0,0.0,95000000.0,-92528000.0,30860000.0,77132000.0
128,2023-12-31,8287000.0,,3677000.0,,,,,,42487000.0,93314000.0,,,,,,,42487000.0,,-237266000.0,1111000.0,80398000.0,12628000.0,-208000.0,,122253000.0,-21699000.0,30166000.0
129,2023-12-31,-71469000.0,182604000.0,,2307000.0,0.0,,,,,98535000.0,,,,,,,,,9396000.0,72000.0,,469000.0,,,-129062000.0,,90782000.0
130,2023-12-31,-178489000.0,187807000.0,4027000.0,,,,,,,14390000.0,,,,,,,,,-89752000.0,,14943000.0,90000.0,1031000.0,396947000.0,-172130000.0,-247492000.0,311310000.0
131,2023-04-30,-268839000.0,6088000.0,216542000.0,,4309000.0,,-22041000.0,,-1292000.0,-115691000.0,745249000.0,,,70518000.0,,,-1292000.0,,59946000.0,6940000.0,,0.0,3093000.0,,621000.0,-55124000.0,297395000.0
132,2023-12-31,-733308.0,,,,,,,,,-869597.0,,,,,,,,,77909506.0,,,78509506.0,,,-76969417.0,,114709.0
133,2023-12-31,3643000000.0,,,,,,,,,6243000000.0,40466000000.0,17957000000.0,22933000000.0,,,,,1320000000.0,-7021000000.0,,,2961000000.0,,2304000000.0,782000000.0,-9000000.0,2204000000.0
134,2023-03-31,-3113749.0,,,,,,170703.0,-316139.0,,557837.0,,,,1151076.0,,,,,320528.0,,,,,,-373834.0,424869.0,
135,2023-12-31,-5848628.0,,,,,,,,,-3526961.0,,,,,,,,,247485718.0,,,247259068.0,,,-243959068.0,,145669.0
136,2023-12-31,1915114.0,,,,,,,,,-1205584.0,,,,,,,,,42207716.0,,,42717716.0,,,-41707716.0,,4989.0
137,2023-12-31,-13770549.0,,1114767.0,,,223734.0,,-221767.0,112555.0,-4694668.0,,,,92984.0,,,112555.0,,-101525.0,,,,,,4923673.0,32266.0,1885628.0
138,2023-12-31,111120000.0,76733000.0,,-1265000.0,-1404000.0,,-5672000.0,-15093000.0,-8000000.0,148056000.0,,,,83560000.0,,133470000.0,-8000000.0,,-217899000.0,3136000.0,31163000.0,0.0,,,-52641000.0,-118356000.0,173420000.0
139,2023-12-31,-36869000.0,3069000.0,14535000.0,,-10000.0,,-389000.0,,6030000.0,-15729000.0,47788000.0,,,1503000.0,,0.0,6030000.0,50000.0,-4691000.0,607000.0,,,,,-2919000.0,-23339000.0,14084000.0
