company_id,statement_date,net_income,depreciation_and_amortization,stock_based_compensation,foreign_currency_transaction_gain_or_loss,other_noncash_income_or_expense,changes_in_other_current_assets,changes_in_accounts_payable,changes_in_inventories,changes_in_deferred_revenue,net_cash_provided_by_operating_activities,purchases_of_marketable_securities,proceeds_from_maturities_of_marketable_securities,proceeds_from_sale_of_marketable_securities,purchases_of_property_and_plant_and_equipment,payments_to_acquire_investments,payments_to_acquire_businesses,deferred_revenue,other_investing_activities,net_cash_provided_by_investing_activities,payments_of_tax_for_share_based_compensation,dividends_paid,repurchases_of_common_stock,proceeds_from_issuance_of_common_stock,repayments_of_long_term_debt,net_cash_provided_by_financing_activities,changes_in_cash_and_cash_equivalents_and_restricted_cash,cash_and_cash_equivalents_and_restricted_cash
1892,2023-12-31,15213000.0,41076000.0,4153000.0,,891000.0,,,,3386000.0,63970000.0,,28250000.0,,2200000.0,,6621000.0,3386000.0,,-56598000.0,934000.0,,8929000.0,,,-13039000.0,-5690000.0,
1893,2023-12-31,1861787000.0,419815000.0,81021000.0,,,,,157153000.0,,2323190000.0,,,,771109000.0,,165818000.0,,4934000.0,-1198676000.0,35009000.0,,264913000.0,,755414000.0,-1148251000.0,-61987000.0,401902000.0
1894,2023-06-30,44604000.0,9063000.0,,,,,,,,-42396000.0,81687000.0,,0.0,3420000.0,,-30601000.0,,,-121133000.0,,6229000.0,0.0,,24728000.0,361907000.0,198378000.0,303497000.0
1895,2023-12-31,64443000.0,,,,,,,,,73010000.0,,59014000.0,,1671000.0,,,,,70182000.0,,,,,,-41666000.0,101526000.0,408129000.0
1896,2023-12-31,-4189890.0,683019.0,1430513.0,,,,,,,-4331209.0,,,,526260.0,,724910.0,,,-1780952.0,,,,,711395.0,136194.0,-6164847.0,
1897,2023-12-31,337484000.0,,11927000.0,,,,,,,68278000.0,,,,,,,,,-887000.0,,273677000.0,12702000.0,344347000.0,,22746000.0,90137000.0,116013000.0
1898,2023-12-31,109646000.0,,,,-14185000.0,,,,,443023000.0,65165000.0,,,,,,,,158338000.0,,,5100000.0,,490151000.0,-332515000.0,268846000.0,
1899,2023-12-31,,82873000.0,919000.0,,,,,,,21624000.0,,,,,,,,,-62817000.0,,,,,,55971000.0,14778000.0,91316000.0
1900,2023-12-31,14775000.0,199039000.0,1600000.0,,,,,,,165267000.0,,,,208596000.0,,0.0,,-3410000.0,-67867000.0,290000.0,6300000.0,0.0,,,-120690000.0,-23290000.0,41188000.0
1901,2023-12-31,79920000.0,20385000.0,9449000.0,,,,,,,280312000.0,337667000.0,604088000.0,1196586000.0,7060000.0,,,,,802195000.0,,59151000.0,,2467000.0,,-1122581000.0,-40074000.0,323013000.0
1902,2023-12-31,616000000.0,,,,,,-48000000.0,,,2474000000.0,,,,,,,,0.0,-4024000000.0,,,315000000.0,,,1313000000.0,-212000000.0,1206000000.0
1903,2023-12-31,759800000.0,149700000.0,26500000.0,,-5200000.0,,13200000.0,42100000.0,-72800000.0,,25400000.0,,,,,1211700000.0,-72800000.0,-800000.0,,,,30000000.0,,0.0,388500000.0,-104000000.0,336100000.0
1904,2023-12-31,167528000.0,184449000.0,21348000.0,,,,1215000.0,,,422158000.0,,,,140068000.0,,260810000.0,,,-373161000.0,10148000.0,,143770000.0,,105771000.0,-148409000.0,-99372000.0,
1905,2023-12-31,-176295000.0,72673000.0,432271000.0,,,,-14031000.0,,109926000.0,350971000.0,1580504000.0,1502534000.0,0.0,33718000.0,,142129000.0,109926000.0,,-334766000.0,10714000.0,,,,13000.0,37011000.0,57865000.0,392040000.0
1906,2022-12-31,-34487.0,,,,,,,,,-590801.0,,,,,,,,,-69479795.0,,,,,,70041160.0,,138917.0
1907,2023-12-31,2489000000.0,,175000000.0,,,,,,-20000000.0,3981000000.0,7552000000.0,1292000000.0,3795000000.0,1004000000.0,,233000000.0,-20000000.0,,-3492000000.0,,431000000.0,1573000000.0,,,-856000000.0,-367000000.0,4694000000.0
1908,2023-12-31,-110776000.0,,6828000.0,,,,4811000.0,,,-73305000.0,,,,2280000.0,,,,,-173000.0,,,,,,4507000.0,-68971000.0,80801000.0
1909,2023-12-31,101000000.0,278000000.0,28000000.0,-13000000.0,-19000000.0,-30000000.0,-224000000.0,-125000000.0,,209000000.0,,,,230000000.0,,0.0,,5000000.0,305000000.0,,,349000000.0,5000000.0,11000000.0,-620000000.0,-114000000.0,540000000.0
1910,2023-10-31,4389000.0,,2699000.0,2551000.0,,,-11767000.0,648000.0,,-12821000.0,,,,1286000.0,,,,-273000.0,-1897000.0,313000.0,4142000.0,,,,-8822000.0,-22138000.0,
1911,2023-12-31,62479000.0,24938000.0,45697000.0,,0.0,,,,,135262000.0,,,,9444000.0,,1613000.0,,,-36652000.0,10536000.0,,122757000.0,,320000000.0,-98327000.0,315000.0,12149000.0
1912,2023-12-31,56319000.0,18603000.0,8010000.0,,-1160000.0,,,-24377000.0,-12132000.0,97203000.0,,,,53115000.0,,,-12132000.0,,-53062000.0,4159000.0,,6895000.0,,,-46294000.0,,127777000.0
1913,2023-12-31,956000.0,,42000.0,,,,,,,17609000.0,29512000.0,,74506000.0,2097000.0,,,,,54192000.0,,,0.0,,,-62071000.0,9730000.0,93450000.0
1914,2023-12-31,,34720000.0,24652000.0,,10303000.0,,,,,495249000.0,1044988000.0,813214000.0,977114000.0,25025000.0,,,,4552000.0,-295211000.0,5681000.0,,0.0,,0.0,-203295000.0,,561202000.0
1915,2023-11-30,548873.0,,,,,108457.0,,,,-1519474.0,,,,,,,,,69078590.0,,,68351348.0,,,-68146043.0,-586927.0,
1916,2023-04-02,60041000.0,27440000.0,3825000.0,,,,-11596000.0,-4717000.0,,77400000.0,,,,48321000.0,,0.0,,,-41230000.0,,,,2008000.0,,-32100000.0,,7566000.0
1917,2023-12-31,765000000.0,272000000.0,50000000.0,2000000.0,-3000000.0,,,142000000.0,,901000000.0,,,,219000000.0,,,,0.0,-215000000.0,77000000.0,,250000000.0,,876000000.0,-868000000.0,-182000000.0,610000000.0
1918,2023-12-31,,124800000.0,20900000.0,,,,,8900000.0,,257100000.0,,,,108200000.0,,,,,-50700000.0,3200000.0,,30100000.0,,,-92600000.0,115000000.0,227000000.0
1919,2023-12-31,125900000.0,45100000.0,29300000.0,,-20700000.0,8400000.0,-81400000.0,4300000.0,,150700000.0,,,,35400000.0,,,,,-34500000.0,,,,,161100000.0,-100500000.0,19800000.0,78800000.0
1920,2023-12-31,4701033.0,,,,,,,,,-805213.0,,,,,,,,,-232300000.0,,,,,,233311188.0,,205975.0
1921,2023-12-31,-64813000.0,32075000.0,5075000.0,,,,-1105000.0,-26112000.0,-439000.0,7044000.0,,,,4215000.0,,0.0,-439000.0,-45000.0,-4170000.0,271000.0,,,,,6065000.0,9021000.0,30312000.0
1922,2023-12-31,-123510000.0,3511000.0,6217000.0,,,,1356000.0,,,-116962000.0,,,,7401000.0,,,,,18308000.0,239000.0,,33000.0,,,-15000.0,-98669000.0,21464000.0
1923,2023-12-31,-55024000.0,2814000.0,2920000.0,,,,,,500000.0,-41448000.0,,,,1070000.0,,,500000.0,,-507000.0,,,,867000.0,2200000.0,-1461000.0,-43416000.0,132550000.0
1924,2023-12-31,-44238000.0,,4741000.0,,,,533000.0,2209000.0,-483000.0,-41809000.0,,,,804000.0,,,-483000.0,,-804000.0,,,,,,174000.0,,75804000.0
1925,2023-12-31,-184042000.0,4000000.0,7481000.0,-1100000.0,,,,4831000.0,6123000.0,-135606000.0,,,,7849000.0,,,6123000.0,,188095000.0,180000.0,,0.0,,,-399000.0,51311000.0,118101000.0
1926,2023-09-30,109282000.0,41032000.0,21657000.0,,,,24043000.0,351753000.0,-65617000.0,-222235000.0,,,,65408000.0,2486000.0,516794000.0,-65617000.0,,-576365000.0,3045000.0,,,,25272000.0,770404000.0,-26818000.0,
1927,2023-12-31,265942000.0,,,1528000.0,12315000.0,,,,-9213000.0,,,,,141364000.0,,0.0,-9213000.0,-9902000.0,,,,,,,,-119828000.0,1306241000.0
1928,2023-12-31,67741000.0,,20143000.0,,,,,59773000.0,128000.0,139955000.0,,,,66865000.0,32694000.0,,128000.0,,-94178000.0,5863000.0,,275000000.0,,,-229925000.0,-180259000.0,276402000.0
1929,2023-12-31,7238000.0,,81103000.0,484000.0,,,,,582000.0,131623000.0,,,,1975000.0,,966000.0,582000.0,,-34718000.0,,,0.0,,,-58851000.0,,127290000.0
1930,2023-12-31,59067000.0,,2229000.0,,,,,,,75589000.0,0.0,122806000.0,278000.0,6024000.0,,,,,-162945000.0,650000.0,19327000.0,5157000.0,70000.0,,182766000.0,,169781000.0
1931,2023-06-30,31582000.0,18985000.0,4606000.0,,,,,,-4797000.0,41859000.0,,,,18952000.0,,,-4797000.0,,-19037000.0,,0.0,276000.0,,,-13614000.0,8598000.0,57429000.0
1932,2023-12-31,,,100000000.0,,-7000000.0,,,,,4544000000.0,,,,,,,,,-52000000.0,,,,,,-624000000.0,3990000000.0,32593000000.0
1933,2023-12-31,7502000000.0,,1133000000.0,-116000000.0,,,65000000.0,-390000000.0,,13931000000.0,,,,1245000000.0,11143000000.0,5082000000.0,,,-7070000000.0,402000000.0,,,,,-1769000000.0,5101000000.0,13089000000.0
1934,2023-12-31,411768000.0,,330000.0,,,,,,,474432000.0,1079215000.0,,2045000.0,27497000.0,,,,,-1067206000.0,,,4611000.0,,25774000.0,-843892000.0,-1436666000.0,651058000.0
1935,2023-12-31,243700000.0,49200000.0,15900000.0,,12200000.0,,5100000.0,-16500000.0,,340200000.0,,,,61600000.0,0.0,59600000.0,,1600000.0,-103400000.0,,63100000.0,6300000.0,,,-79900000.0,156900000.0,386500000.0
1936,2023-12-31,-583196000.0,18512000.0,49163000.0,,,,,,,-366757000.0,,10100000.0,,30584000.0,,,,,-30470000.0,3443000.0,,,,,558341000.0,160822000.0,
1937,2023-12-31,43201000.0,,7494000.0,,,,,,,165269000.0,5008148000.0,5138337000.0,0.0,20979000.0,,,,,-688088000.0,,,2175000.0,,,590486000.0,67667000.0,721989000.0
1938,2023-12-31,-4847000.0,,1316000.0,,,,-811000.0,-1489000.0,,-4964000.0,,,,922000.0,,,,,3275000.0,,,,1966000.0,,2046000.0,357000.0,21670000.0
1939,2023-12-31,-5774598.0,,368866.0,,,-18973.0,,1773302.0,,-4674236.0,,,,1892513.0,,,,,-1890039.0,,,,,,1751454.0,,978741.0
1940,2023-12-31,4256895.0,,604765.0,,,,,,,8520265.0,26444434.0,,11578761.0,617324.0,,,,,-9776653.0,,,405463.0,,0.0,-405463.0,,
1941,2023-12-31,-15920362.0,,1942036.0,,,,,,,-8824972.0,,,,,,,,,-10214715.0,,,,2881024.0,,20062892.0,1023205.0,1219358.0
1942,2023-12-31,-37697000.0,,5671000.0,,,,,249000.0,,61022000.0,,,,40655000.0,,,,,-36217000.0,668000.0,,,,,-24566000.0,239000.0,5565000.0
1943,2023-12-31,2368000000.0,,257000000.0,-12000000.0,-63000000.0,,,,-16000000.0,3542000000.0,,,,190000000.0,,10198000000.0,-16000000.0,,-8797000000.0,78000000.0,,0.0,,,-64345000000.0,-69593000000.0,80750000000.0
1944,2023-12-31,82612000.0,60738000.0,14861000.0,,1368000.0,,-1489000.0,,,152383000.0,,,,,,32664000.0,,,-3673000.0,,,,,1372474000.0,-152588000.0,-3519000.0,9449000.0
1945,2023-12-29,-42985000.0,,17338000.0,,0.0,,-50974000.0,-37775000.0,,57632000.0,,,,15496000.0,,0.0,,,-15496000.0,3672000.0,,,,,-48651000.0,-6515000.0,
1946,2023-06-30,3234503.0,,,,,,,,,20707078.0,,,,,,,,,,,,,0.0,0.0,-20710939.0,-3861.0,9151216.0
1947,2023-12-31,-26232000.0,,1930000.0,,,,2445000.0,,,-10285000.0,,,,,,,,,,,,,4742000.0,,10414000.0,,176000.0
1948,2023-12-31,-29655000.0,228774000.0,40563000.0,,,,-68301000.0,6079000.0,,166201000.0,,,,83893000.0,,0.0,,,-87947000.0,9400000.0,,9350000.0,,29688000.0,-35979000.0,45438000.0,254222000.0
1949,2023-12-31,261195000.0,199908000.0,,,-8414000.0,81244000.0,,,,267027000.0,,,,611137000.0,,,,-2153000.0,-589947000.0,,,3274000.0,,225000000.0,472772000.0,149852000.0,327429000.0
1950,2023-12-31,-7637642.0,789586.0,763288.0,,,,,,-1800880.0,-7852546.0,,,,4710.0,,,-1800880.0,,-401680.0,,,,7464312.0,,10213410.0,1886253.0,3140747.0
1951,2023-12-31,214069000.0,77792000.0,35741000.0,1000000.0,,,-2513000.0,,,213733000.0,,,,4268000.0,,,,,-85170000.0,12507000.0,39454000.0,339704000.0,,0.0,-388763000.0,-260200000.0,442961000.0
1952,2022-12-31,-260692000.0,8189000.0,10603000.0,-974000.0,1909000.0,,,14997000.0,-3665000.0,-129989000.0,165000.0,,4031000.0,7315000.0,,,-3665000.0,,-94722000.0,84000.0,,,145500000.0,,-21024000.0,-247934000.0,21929000.0
1953,2023-12-31,-1980000.0,,1596000.0,,,84000.0,,,1302000.0,-647000.0,,,,93000.0,,,1302000.0,,-414000.0,57000.0,,,,,-155000.0,-1216000.0,
1954,2023-07-31,40492000.0,,4518000.0,,-3175000.0,,,,-2029000.0,54140000.0,,,,21958000.0,,,-2029000.0,,-33459000.0,,,13896000.0,,,-15809000.0,9261000.0,198823000.0
1955,2023-12-31,845042000.0,114908000.0,59739000.0,-1100000.0,,,,28651000.0,-3032000.0,906510000.0,,,,133631000.0,,0.0,-3032000.0,,-125254000.0,9975000.0,,71920000.0,,,-441996000.0,341386000.0,453932000.0
1956,2023-12-31,-112961000.0,2476000.0,18489000.0,,,,2635000.0,,-13753000.0,-115224000.0,595980000.0,439892000.0,0.0,2368000.0,,,-13753000.0,,-158456000.0,,,,281165000.0,,362717000.0,89037000.0,157775000.0
1957,2023-12-31,-684000000.0,518000000.0,,,,,59000000.0,-27000000.0,,3736000000.0,,,,303000000.0,,20000000.0,,-27000000.0,-290000000.0,,,,,,-2385000000.0,1060000000.0,5946000000.0
1958,2023-09-30,108288000.0,29407000.0,4372000.0,,,7322000.0,,1142000.0,19051000.0,153902000.0,,,,,,0.0,19051000.0,,2770000.0,,,8284000.0,,,-105750000.0,50922000.0,75770000.0
1959,2023-12-31,596100000.0,152100000.0,21800000.0,,,6500000.0,,-66200000.0,12700000.0,716700000.0,29000000.0,,,89900000.0,,311800000.0,12700000.0,-3500000.0,-283800000.0,,,24200000.0,,250000000.0,-344700000.0,104100000.0,534300000.0
1960,2023-12-31,,1142000000.0,65000000.0,-77000000.0,,,-39000000.0,-605000000.0,,1439000000.0,,,,503000000.0,,0.0,,,574000000.0,13000000.0,,,,655000000.0,-1851000000.0,183000000.0,735000000.0
1961,2023-12-31,3147500.0,,,,,,,,,-552958.0,,,,,2540000.0,,,,130584975.0,,,133124975.0,,,-130259975.0,-227958.0,
1962,2023-12-31,-246416000.0,,46547000.0,,,,-992000.0,,,-192231000.0,365039000.0,,,12381000.0,,,,,68355000.0,0.0,,,0.0,,115068000.0,-8808000.0,113112000.0
1963,2023-12-31,640087.0,,,,,,,,,-997804.0,,,,,,,,,76734684.0,,,76551424.0,,,-76357252.0,-620372.0,60440.0
1964,2023-12-31,-1102660000.0,428483000.0,34598000.0,,-347000.0,,,,18495000.0,213062000.0,39775000.0,,,102670000.0,42849000.0,4939000.0,18495000.0,4545000.0,-51334000.0,,,,,,-152158000.0,9721000.0,346382000.0
1965,2023-12-31,6154000.0,6258000.0,9132000.0,-158000.0,,,-4962000.0,,1101000.0,12272000.0,,,,3433000.0,,,1101000.0,,-4433000.0,2657000.0,,3497000.0,,,-16198000.0,-7861000.0,22809000.0
1966,2023-09-30,32415000.0,13304000.0,2425000.0,,,,,-94348000.0,,142200000.0,,,,,,,,,-20896000.0,432000.0,,2328000.0,,323000.0,-43950000.0,77354000.0,
1967,2023-09-30,-811000.0,36461000.0,27878000.0,,-1546000.0,,,,,34503000.0,,,,4204000.0,,101998000.0,,1251000.0,-121520000.0,490000.0,,,0.0,,75652000.0,,12400000.0
1968,2023-12-31,165588000.0,67194000.0,19581000.0,,-111000.0,,,,,255543000.0,,,,,,,,,-6788000.0,568000.0,,,9564000.0,,-195628000.0,,141699000.0
1969,2023-12-31,-68166000.0,,7632000.0,,,,-2870000.0,,-9160000.0,-79743000.0,,,,414000.0,,,-9160000.0,,64144000.0,,,663000.0,,,75980000.0,,121172000.0
1970,2023-12-31,-19028883.0,,500148.0,,,,-504406.0,,,-18085043.0,,,,14238.0,,,,,11656666.0,,,,8543559.0,,8405003.0,,9165179.0
1971,2023-12-31,-1161000000.0,432000000.0,380000000.0,,-10000000.0,,-44000000.0,20000000.0,,478000000.0,0.0,0.0,0.0,195000000.0,,29000000.0,,,-231000000.0,40000000.0,,,67000000.0,,-1210000000.0,-963000000.0,1048000000.0
1972,2023-12-31,-107989000.0,,,,-26319000.0,,,,,6059000.0,,,,,,,,,67740000.0,,2627000.0,163000.0,,,31144000.0,104943000.0,245723000.0
1973,2023-03-31,-1235409.0,,,,,,,,,-1197649.0,,,,,,,,,210140248.0,,,,,,-209049981.0,-107382.0,302.0
1974,2023-12-31,25335000.0,,23600000.0,-700000.0,,,-535000.0,,,58615000.0,,,,6491000.0,,,,,-31790000.0,6466000.0,,,,,-48530000.0,-21201000.0,
1975,2023-12-31,-55287000.0,4100000.0,32469000.0,-13176000.0,-412000.0,,2625000.0,,,2940000.0,,,,5425000.0,,,,,-5425000.0,,,,,,34346000.0,,442626000.0
1976,2023-09-30,210811959.0,,,,,,,35914236.0,,266411341.0,,,,173591468.0,,,,,-170095761.0,,,,,22481560.0,-34974175.0,,328539922.0
1977,2023-12-31,33976000.0,,3395000.0,43000.0,262000.0,,-41000.0,,-4766000.0,20600000.0,,,,,177331000.0,,-4766000.0,0.0,3398000.0,1240000.0,,8264000.0,,,-16747000.0,7251000.0,56071000.0
1978,2023-12-31,-15426048.0,,2565708.0,,,,,,,-11371438.0,,,,52089.0,,,,,-52089.0,,,,15520510.0,,15463512.0,4073077.0,
1979,2023-12-31,-106806000.0,457000.0,6223000.0,,,,-608000.0,,15982000.0,-7568000.0,38929000.0,,,831000.0,,,15982000.0,,-30484000.0,,,,34000.0,,116408000.0,78356000.0,98779000.0
1980,2023-12-31,-19514977.0,,759013.0,,,,,,,-19022148.0,13541806.0,,,451759.0,,,,,11006435.0,,,,2781438.0,,-3638562.0,-11654275.0,5838566.0
1981,2023-12-31,-53471622.0,,5727135.0,,,,-1106896.0,,,-48968634.0,,,,342746.0,,,,,7296492.0,,,,28200003.0,,28441073.0,-13231069.0,59405817.0
1982,2023-12-31,-93612000.0,111000.0,7102000.0,-523000.0,,,817000.0,,,-70828000.0,,,,334000.0,,,,,9462000.0,,,,,,1033000.0,-60071000.0,46674000.0
1983,2023-03-31,-210960000.0,,32296000.0,,,,,,,-188193000.0,,,,197000.0,,,,,-197000.0,,,,,,70885000.0,-117285000.0,376532000.0
1984,2023-12-31,59515000.0,12866000.0,8111000.0,200000.0,,,,,,143525000.0,,,,12803000.0,,5477000.0,,,-18280000.0,3934000.0,,66264000.0,,,-37120000.0,89710000.0,239203000.0
1985,2023-12-31,-30007000.0,,4370000.0,,,,-981000.0,,,-23340000.0,,,,,,,,,-600000.0,,,,14380000.0,,27044000.0,3104000.0,21538000.0
1986,2022-12-31,11907434.0,,,,,,,,,-827207.0,,,,,,,,,205853.0,,,,,,-85000.0,-706354.0,171583.0
1987,2023-12-31,8417000.0,,1258000.0,,,,,,,11680000.0,130772000.0,53142000.0,,5367000.0,,,,4464000.0,-474503000.0,,2156000.0,9340000.0,,,612169000.0,149346000.0,405898000.0
1988,2023-06-30,-10631720.0,814481.0,260000.0,,,118335.0,,345390.0,,-7377378.0,,,,,,363500.0,,,-694142.0,,,,,,1435323.0,-6701057.0,
1989,2023-12-31,-241361000.0,1191000.0,24846000.0,,,,2109000.0,,,-193309000.0,,,,4593000.0,,,,,-4593000.0,,,,0.0,,201961000.0,4059000.0,277924000.0
1990,2023-12-31,597599000.0,82660000.0,215889000.0,,-22579000.0,,-167945000.0,170151000.0,,496487000.0,,,,,,,,,-207677000.0,28550000.0,,,,,-20033000.0,262101000.0,3215221000.0
1991,2023-12-31,239502000.0,,6377000.0,,,,,,,276994000.0,0.0,106713000.0,,15844000.0,,,,,-211650000.0,,,188910000.0,,0.0,-193947000.0,-128603000.0,224330000.0
1992,2023-12-31,-117625000.0,,43710000.0,,40000.0,,-1697000.0,5785000.0,91000.0,-104385000.0,,,,12752000.0,,94990000.0,91000.0,,-107742000.0,0.0,,0.0,0.0,,43567000.0,-170201000.0,151678000.0
1993,2023-12-31,-15423471.0,,2965938.0,,,,,,,-13405315.0,,,,,,,,,17140568.0,,,,,,,,
1994,2023-12-31,-125283000.0,17513000.0,218099000.0,,,,,,82773000.0,266347000.0,,,,6543000.0,,12476000.0,82773000.0,,-55875000.0,44876000.0,,0.0,56779000.0,18752000.0,21368000.0,234564000.0,732443000.0
1995,2022-12-31,-76043000.0,,61015000.0,,-1218000.0,,88256000.0,89527000.0,15129000.0,-37560000.0,,,,46053000.0,,,15129000.0,,-46053000.0,3714000.0,,,15189000.0,,82346000.0,-13318000.0,189203000.0
1996,2023-12-31,-102449000.0,18152000.0,7427000.0,,,,,-7878000.0,-3075000.0,-3234000.0,26869000.0,,,5218000.0,,29633000.0,-3075000.0,,-59315000.0,518000.0,,,,,960000.0,-61522000.0,
1997,2023-12-31,643000000.0,219000000.0,,,,,,-69000000.0,,1057000000.0,,,,316000000.0,,0.0,,15000000.0,-329000000.0,,194000000.0,,,,-569000000.0,165000000.0,401000000.0
1998,2023-09-30,-3895778.0,,,,,,,64389.0,,-1225941.0,,,,244899.0,,,,,-244899.0,,,,,47029.0,1425110.0,,4898.0
1999,2023-12-31,-22457859.0,,3860366.0,,,,-1917557.0,,,-15762512.0,,,,73561.0,,,,,-73561.0,,,,,,-407173.0,-16268496.0,3367229.0
2000,2023-06-30,-7947622.0,202249.0,,,,,,-565561.0,,-7283199.0,,,,160014.0,,,,1790.0,-661804.0,,,,12000436.0,,10680654.0,2735651.0,8912517.0
2001,2023-12-31,-30008000.0,,7368000.0,100000.0,,,,,,-11980000.0,,,,,,,,,,,,,775000.0,,-4225000.0,-16305000.0,35848000.0
2002,2023-12-31,,,7742000.0,,-793000.0,,-380000.0,,,153641000.0,,,,,,,,,-101958000.0,1388000.0,,,,,-65723000.0,-14040000.0,47768000.0
2003,2023-06-30,-40673000.0,15419000.0,4608000.0,,,,,,,20236000.0,,,,23354000.0,0.0,,,,-69521000.0,,,,,3793000.0,-7896000.0,-57181000.0,127265000.0
2004,2023-12-31,-135117352.0,,11072486.0,0.0,,,,,0.0,-124365551.0,,,,320898.0,,,0.0,,87355875.0,,,,5461745.0,,4995099.0,-32018497.0,14310862.0
2005,2023-12-31,-908000.0,4716000.0,4027000.0,-400000.0,,,,,,5903000.0,,,,5564000.0,,,,,-5071000.0,,,,,452000.0,2872000.0,4014000.0,13806000.0
2006,2023-12-31,7600000.0,,11200000.0,,,,,400000.0,,45500000.0,,,,32800000.0,,,,,-48400000.0,,,1600000.0,,,16200000.0,15000000.0,
2007,2023-12-31,,22522000.0,7444000.0,,,,-1860000.0,-669000.0,,7165000.0,,,,704000.0,,,,,-10169000.0,,,,6057000.0,,2211000.0,376000.0,7519000.0
2008,2023-12-31,-749567000.0,5500000.0,74778000.0,,,,15155000.0,13613000.0,,-536247000.0,,375000000.0,,13288000.0,,,,,-223604000.0,,,,152475000.0,,168439000.0,-591662000.0,482374000.0
2009,2023-12-31,-21153000.0,2846000.0,82470000.0,,-1987000.0,,9296000.0,21999000.0,,24653000.0,281189000.0,,,23629000.0,,,,,-294822000.0,17158000.0,,,0.0,0.0,13950000.0,-256055000.0,185537000.0
2010,2023-12-31,-34078000.0,,43537000.0,,,,,,13280000.0,164016000.0,,,,5940000.0,,0.0,13280000.0,,-5890000.0,6630000.0,,,6017000.0,5000000.0,-5697000.0,153942000.0,
2011,2023-12-31,556446000.0,129038000.0,8518000.0,,2562000.0,,,,,688402000.0,,,,,,,,,-124267000.0,5819000.0,308154000.0,13948000.0,,382050000.0,-681119000.0,-116984000.0,126760000.0
2012,2023-06-30,-69425000.0,15319000.0,67769000.0,,-154000.0,,,,46565000.0,27487000.0,,,,2212000.0,,,46565000.0,,-14340000.0,9056000.0,,,0.0,,64100000.0,76874000.0,131185000.0
2013,2023-12-30,1689000000.0,,3229000000.0,,,,-801000000.0,-2097000000.0,0.0,11471000000.0,44414000000.0,,44077000000.0,25750000000.0,,,0.0,-962000000.0,-24041000000.0,,,0.0,,423000000.0,8505000000.0,-4065000000.0,7079000000.0
2014,2023-12-31,1527595.0,,,,,,,,,-2093331.0,,,,,,,,,107850500.0,,,,,,-106282366.0,-525197.0,75891.0
2015,2023-12-31,-10538000.0,,1398000.0,,,,,,,-7205000.0,15053000.0,,,,,,,,-6023000.0,,,,,,20472000.0,7244000.0,8556000.0
2016,2023-07-31,2384000000.0,,1712000000.0,,-81000000.0,,,,,5046000000.0,1015000000.0,449000000.0,240000000.0,210000000.0,,33000000.0,,47000000.0,-922000000.0,633000000.0,889000000.0,1967000000.0,,1009000000.0,-4269000000.0,-145000000.0,2852000000.0
2017,2023-12-31,-13891000.0,1659000.0,972000.0,,,,,,-16000.0,-7767000.0,,,,157000.0,,,-16000.0,,-1448000.0,,,,,,6339000.0,,139000.0
2018,2023-12-31,,,5837000.0,,517000.0,,3778000.0,12004000.0,,141064000.0,,,,411000.0,,,,,-66761000.0,77000.0,,75728000.0,170000.0,,-171839000.0,-97536000.0,193513000.0
2019,2023-12-31,-5489000.0,2732000.0,,25000.0,,,-2530000.0,-219000.0,613000.0,1157000.0,,,,,,,613000.0,,-4152000.0,796000.0,,,,,10073000.0,7247000.0,
2020,2023-12-31,519470000.0,,29503000.0,,-5572000.0,,,,,1107088000.0,,,,,,,,27062000.0,-773552000.0,8149000.0,638129000.0,,0.0,,110021000.0,443557000.0,897484000.0
2021,2023-12-31,-8034612.0,200894.0,,-420.0,,,,905.0,,-4755054.0,,,,444722.0,,,,,-2494879.0,,,,5701948.0,,7392222.0,142289.0,
2022,2023-12-31,-71169000.0,,7037000.0,,,,-1378000.0,,,-70675000.0,,,,298000.0,,,,,-53646000.0,,,,85647000.0,,125969000.0,,
2023,2023-12-31,-86083000.0,200000.0,8059000.0,331000.0,,,-126000.0,,,-71737000.0,,,,323000.0,,,,,-323000.0,,,,,,71860000.0,,
2024,2023-12-31,-26078000.0,6000.0,,,,,,,,-5044000.0,,,,,,,,,-471000.0,,,,5383000.0,,4733000.0,,123000.0
2025,2023-12-31,-157771000.0,,69743000.0,,-1474000.0,,2188000.0,,,-78811000.0,298445000.0,386760000.0,,13703000.0,,,,,68766000.0,,,,,,1761000.0,-8286000.0,38081000.0
2026,2023-12-31,-366286000.0,,105809000.0,,,,8119000.0,6392000.0,13967000.0,-307513000.0,1770814000.0,,,23805000.0,,,13967000.0,,-214127000.0,0.0,,,,,644082000.0,122794000.0,399266000.0
2027,2023-12-31,,39300000.0,8000000.0,,,,,-83000000.0,,207300000.0,,,,,,34700000.0,,,-111800000.0,,35100000.0,1100000.0,,,-39000000.0,56600000.0,
2028,2024-02-03,-286726000.0,15526000.0,237082000.0,,-4571000.0,,,-18332000.0,138920000.0,-11815000.0,740546000.0,664694000.0,8168000.0,10953000.0,,,138920000.0,50000.0,-78687000.0,0.0,,0.0,,,20997000.0,-69028000.0,154738000.0
2029,2023-12-31,-444037000.0,11568000.0,62625000.0,-70000.0,,,4828000.0,10118000.0,,-361820000.0,205902000.0,,,22290000.0,,212633000.0,,,-155242000.0,2795000.0,,,463281000.0,,462959000.0,-56843000.0,181318000.0
